DESIGN NUMBER,Colour Code,Coverage 01,Coverage 02,Coverage 03,Coverage 04,Coverage 05,Coverage 06,Coverage 07,Coverage 08,Coverage 09,Coverage 10,Coverage 11,Coverage 12,Coverage 13,Coverage 14,Total coverage
A0000000B1,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,p8a0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P700000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P100000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P700000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P100000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P5B0000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P100000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P300000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P700000003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P300000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000018,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8B0000017,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P200000016,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P5C0000015,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8C0000014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P5A0000012,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8C0000011,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P200000010,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000009,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P100000008,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000006,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P400000005,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P200000004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P5B0000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000000B01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000000B01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000000B01,P600000004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P600000003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P900000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P8A0000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,P100000002,5.14,100,0,0,0,0,0,0,0,0,0,0,0,0,105.14
A000000B01,P700000001,2.64,100,0,0,0,0,0,0,0,0,0,0,0,0,102.64
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000B01,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000001G01,P700000001,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,P700000001,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,P700000001,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,P700000004,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,R8A0000001,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,P900000001,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
A000001G01,P700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000011G01,,24.07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07
A000011G01,P100000001,24.07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07
A000011G01,PW00000001,24.07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,P8A0000002,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,P300000001,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,P600000001,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000013G02,P600000001,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.8
A000014G02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000032G02,,21.74,21.88,0,0,0,0,0,0,0,0,0,0,0,0,43.62
A000041G01,PW00000003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P8A0000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,PW00000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000010,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P8A0000009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P8A00000008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P8A0000007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P900000006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000005,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P300000004,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P900000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P900000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P100000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P100000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P100000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P300000003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P600000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,PW0000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P600000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P200000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P600000003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P100000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P900000003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P600000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P700000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P900000002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,P100000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000041G01,PW00000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
A000042G01,P8A0000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,P8A0000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,P3000000004,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,P8B00000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,DW0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000042G01,P600000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000042G01,P600000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000042G01,PW00000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000042G01,PW00000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,PW7FJ00354,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,PW8FJ00354,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,PW00000002,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,PW00000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,P200000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000042G01,P700000001,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93
A000044G01,P600000001,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31
A000044G01,P600000001,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31
A000046F01,P8A0000001,25.91,0,0,0,0,0,0,0,0,0,0,0,0,0,25.91
A000057G02,,0.23,2.02,0,0,0,0,0,0,0,0,0,0,0,0,2.25
A000057G02,,0.23,2.02,0,0,0,0,0,0,0,0,0,0,0,0,2.25
A000058M01,P900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000064G01,P200000002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000065G01,PW00000002,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86
A000065G01,PW00000003,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86
A000065G01,PW00000001,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86
A000066G01,P900000004,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,P8A0000003,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,P600000002,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,P600000001,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,P8A0000002,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,P600000001,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
A000066G01,PW7HE00562,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,PW7HE00562,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,PW8HE00561,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,P3HE000560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000066G01,P6HE000559,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000067G01,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000067G01,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A000070G01,D300000004,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77
A000070G01,D700000004,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77
A000070G01,,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77
A000070G01,D8B0000002,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77
A000071G01,P300000001,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33
A000072G01,P400000001,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,PW6HD00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000072G01,PW7HD00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000072G01,PW3HD00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000072G01,P8FC000408,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,P8FC000408,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,P3FC000406,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,P3FC000406,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,P900000002,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000072G01,P600000001,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66
A000074G01,P600000001,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26
A000075G01,P600000003,9.33,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33
A000075G01,P700000001,9.33,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33
A000075G01,P8A0000002,9.33,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33
A000075G01,,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000002,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000002,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P200000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P700000005,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P200000004,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P700000003,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P600000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P600000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000002,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P100000006,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P600000005,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P100000004,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW00000001,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P7EC000163,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P7EC000163,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6EC000162,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6EC000162,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6EC000161,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6EC000160,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6EC000160,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW8FA00497,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P3FA000496,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6FA000495,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW8FA00494,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P6FA000058,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,P3FA000057,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW8FA00056,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW8FA00056,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000075G01,PW7FA00055,18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38
A000077G01,P600000003,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08
A000077G01,P600000003,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08
A000077G01,P700000002,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08
A000077G01,P600000001,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08
A000077G01,P600000001,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08
A000079C04,P300000001,25.34,7.06,14.9,13.93,0,0,0,0,0,0,0,0,0,0,61.23
A000079C04,,25.34,7.06,14.9,13.93,0,0,0,0,0,0,0,0,0,0,61.23
A000079C04,,25.34,7.06,14.09,13.93,0,0,0,0,0,0,0,0,0,0,60.42
A000079C04,R300000001,25.34,7.06,14.09,13.93,0,0,0,0,0,0,0,0,0,0,60.42
A000079C04,,25.34,7.06,14.9,13.93,0,0,0,0,0,0,0,0,0,0,61.23
A000079C05,R300000001,25.34,7.06,14.09,13.93,40.33,0,0,0,0,0,0,0,0,0,100.75
A000079C05,P600000001,25.34,7.06,14.09,13.93,40.33,0,0,0,0,0,0,0,0,0,100.75
A000083G01,P900000002,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61
A000083G01,P300000001,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61
A000086G01,P900000001,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75
A000086G01,P900000001,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75
A000089G01,,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24
A000089G01,,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24
A000089G01,,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24
A000089G01,P8A0000001,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24
A000089G01,,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24
A000090G01,PW00000001,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65
A000090G01,,34.28,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28
A000090G01,,34.28,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28
A000090G01,,34.28,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28
A000090G01,PW00000003,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65
A000090G01,P600000002,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65
A000090G01,P1000000001,39.65,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65
A000094A02,D8A0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000094A02,D8A0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000094A02,D8A0000002,0.23,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.66
A000094A02,D8A0000001,0.23,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.66
A000095G01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A000096O02,P8A0000001,6.63,12.75,0,0,0,0,0,0,0,0,0,0,0,0,19.38
A000097G01,P700000003,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88
A000097G01,P300000002,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88
A000097G01,P100000001,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88
A000107G02,P900000001,1.84,8.82,0,0,0,0,0,0,0,0,0,0,0,0,10.66
A000112C02,P600000002,14.22,16.65,0,0,0,0,0,0,0,0,0,0,0,0,30.87
A000112C02,P600000001,14.22,16.65,0,0,0,0,0,0,0,0,0,0,0,0,30.87
A000113G01,P700000002,28.41,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41
A000113G01,P300000001,28.41,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41
A000113G01,P8A0000001,28.41,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41
A000113G01,P8A00000001,28.41,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41
A000113G01,D700000001,28.41,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41
A000114F02,,73.73,44.62,0,0,0,0,0,0,0,0,0,0,0,0,118.35
A000114F02,,73.73,44.62,0,0,0,0,0,0,0,0,0,0,0,0,118.35
A000116A01,PW00000002,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116A01,PW00000001,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116G01,P6FJ000181,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116G01,P7FJ000195,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116G01,P8A0000001,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116G01,P8A0000002,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000116G01,P700000001,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99
A000120G02,,1.93,1.86,0,0,0,0,0,0,0,0,0,0,0,0,3.79
A000120G02,,1.93,1.86,0,0,0,0,0,0,0,0,0,0,0,0,3.79
A000121F01,P8A0000001,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58
A000122G01,,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07
A000122G01,,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07
A000123G01,,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2
A000129G01,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000129G01,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000129G01,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000129G01,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000129G01,P900000001,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000129G01,P900000001,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
A000137G01,P700000002,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63
A000137G01,P300000001,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63
A000137G01,P100000003,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63
A000137G01,,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63
A000137G01,,15.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63
A000141O01,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
A000141O01,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
A000141O01,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
A000141O01,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
A000147G01,PW00000001,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33
A000147G01,P700000002,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33
A000147G01,P300000001,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33
A000150G01,,21.68,0,0,0,0,0,0,0,0,0,0,0,0,0,21.68
A000151G01,P900000001,28.16,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16
A000152G01,P900000001,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1
A000154G01,P700000001,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,22.43
A000156G01,P700000003,20.87,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87
A000166G03,,1.12,1.4,1.07,0,0,0,0,0,0,0,0,0,0,0,3.59
A000169G01,P900000001,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87
A000169G01,D8C0000005,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87
A000169G01,D5A0000002,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87
A000169G01,D5A0000002,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87
