K1,Construction,Warp,Weft,EPI-PPI
2Y130105,30K*20SPX/134*90 177 3/2MATT,30K,20SPX/134*90 177 3/2MATT,134*90
2Y130106,30COM*20COM/156*80 163.3 DOBBY,30COM,20COM/156*80 163.3 DOBBY,156*80
2Y130107,30C*16OE-112*80-161.5-DOBBY,30C,16OE-112*80-161.5-DOBBY,112*80
2Y130107,30C*16O.E/112*80 161.5 DOBBY,30C,16O.E/112*80 161.5 DOBBY,112*80
2Y130109,30COM*16SPX/140*66 180 DOBBY,30COM,16SPX/140*66 180 DOBBY,140*66
2Y130110,30PC*20PC/156*68 163.3 DOBBY,30PC,20PC/156*68 163.3 DOBBY,156*68
2Y130112,30K*30SPX-146*82-177.8-2/2 BKT,30K,30SPX-146*82-177.8-2/2 BKT,146*82
2Y130112,30K*30SPX/146*82 177.8 2/2BKT,30K,30SPX/146*82 177.8 2/2BKT,146*82
2Y130114,30COM*150D.PET/136*88 162.6 DO,30COM,150D.PET/136*88 162.6 DO,136*88
2Y130115,30COM*150D.PET/156*88 163.3 DO,30COM,150D.PET/156*88 163.3 DO,156*88
2Y130116,30COM*20C/148*84 161.8 2/2BKT,30COM,20C/148*84 161.8 2/2BKT,148*84
2Y130117,30C*16SPX/161*62 178.6 DOBBY,30C,16SPX/161*62 178.6 DOBBY,161*62
2Y130118,30C*30C/148*80 151.1 2/2(S)TWI,30C,30C/148*80 151.1 2/2(S)TWI,148*80
2Y130119,30COM*300MD.PET-156*72-163.3-DOBBY,30COM,300MD.PET-156*72-163.3-DOBBY,156*72
2Y130120,30COM*30COM-164*104-163.6-DOBBY,30COM,30COM-164*104-163.6-DOBBY,164*104
2Y130120,30COM*30COM/164*104 163.6 DOBB,30COM,30COM/164*104 163.6 DOBB,164*104
2Y130121,30K*30SPX-146*78-160.8-2/2 BKT,30K,30SPX-146*78-160.8-2/2 BKT,146*78
2Y130122,30C*20C+10O.E/148*84 163 DOBBY,30C,20C+10O.E/148*84 163 DOBBY,148*84
2Y130123,30COM*80D.PET/148*100 -160- 2/1,30COM,80D.PET/148*100 -160- 2/1,148*100
2Y130124,30COM*30SPX-155*100-158.5-DOBBY,30COM,30SPX-155*100-158.5-DOBBY,155*100
2Y130127,30K*30K+12O.E/136*54 162.6 DOB,30K,30K+12O.E/136*54 162.6 DOB,136*54
2Y130128,30K*30K/120*70 164.6 3/1 BKT,30K,30K/120*70 164.6 3/1 BKT,120*70
2Y130129,30COM*30COM-136*90-165-DOBBY,30COM,30COM-136*90-165-DOBBY,136*90
2Y130165,30K*30K/140*94 160.5 2/1(Z)TWI,30K,30K/140*94 160.5 2/1(Z)TWI,140*94
2Y130167,"30COM*170D.PET.STR-141*66-177.3-4/1,S SATIN",30COM,"170D.PET.STR-141*66-177.3-4/1,S SATIN",141*66
2Y130H90,30K*30K/119*64 158 1/1,30K,30K/119*64 158 1/1,119*64
2Y130K04,30COM+30MC*20COM+20MC/124*100,30COM+30MC,20COM+20MC/124*100,124*100
2Y130M14,30COM*30SPX/134*96 162.5 3/3MA,30COM,30SPX/134*96 162.5 3/3MA,134*96
2Y130N41,30COM*24C/155*88 163 DOBBY,30COM,24C/155*88 163 DOBBY,155*88
2Y132001,32C*20C+10O.E/148*86 158 DOBBY,32C,20C+10O.E/148*86 158 DOBBY,148*86
2Y132002,32C*30SPX/138*70 160 4/1(S),32C,30SPX/138*70 160 4/1(S),138*70
2Y132003,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132004,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132005,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132006,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132007,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132008,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132009,32COM*20C/150*80 163 DOBBY,32COM,20C/150*80 163 DOBBY,150*80
2Y132010,32K*20SPX/146*80 177.8 2/1HB,32K,20SPX/146*80 177.8 2/1HB,146*80
2Y132011,32C*16O.E+300D/164*68 162.5 DO,32C,16O.E+300D/164*68 162.5 DO,164*68
2Y132012,32C*20C/134*68 170 1/1,32C,20C/134*68 170 1/1,134*68
2Y132013,32C*30SPX/150*88 160 2/2(S),32C,30SPX/150*88 160 2/2(S),150*88
2Y132014,32COM*12O.E/156*64 165 WEFTRIB,32COM,12O.E/156*64 165 WEFTRIB,156*64
2Y132016,32COM*32COM/132*88 162.5 DOBBY,32COM,32COM/132*88 162.5 DOBBY,132*88
2Y132017,32K*30SPX/138*72 160 2/2(S)TWI,32K,30SPX/138*72 160 2/2(S)TWI,138*72
2Y132018,32K*20SPX/112*76 178.8 2/2(S)T,32K,20SPX/112*76 178.8 2/2(S)T,112*76
2Y132019,32K*20MC/132*82 162.5 3/1HBT,32K,20MC/132*82 162.5 3/1HBT,132*82
2Y132020,32K*20SPX-128*76-162.3-2/2(S)Twill,32K,20SPX-128*76-162.3-2/2(S)Twill,128*76
2Y132021,32K*20K/140*84 162.5 DOBBY,32K,20K/140*84 162.5 DOBBY,140*84
2Y132022,32COM*30SPX/92*72 173 1/1,32COM,30SPX/92*72 173 1/1,92*72
2Y132023,32COM*40SPX/92*84 173 1/1,32COM,40SPX/92*84 173 1/1,92*84
2Y132024,32K*20SPX/138*66 160 3/1(S)TWI,32K,20SPX/138*66 160 3/1(S)TWI,138*66
2Y132025,32COM*30SPX/140*68 178.8 4/1(S,32COM,30SPX/140*68 178.8 4/1(S,140*68
2Y132026,32COM*20K/150*80 162 DOBBY,32COM,20K/150*80 162 DOBBY,150*80
2Y132027,32COM*32COM/140*94 160 2/1(S),32COM,32COM/140*94 160 2/1(S),140*94
2Y132028,32COM*20C/148*80 163 DOBBY,32COM,20C/148*80 163 DOBBY,148*80
2Y132029,32C*16SPX/150*80 179 3/2(S),32C,16SPX/150*80 179 3/2(S),150*80
2Y132030,32C*20SPX/162*72 177.5 4/1(S)S,32C,20SPX/162*72 177.5 4/1(S)S,162*72
2Y132031,32K*30SPX/142*86 177.8 DOBBY,32K,30SPX/142*86 177.8 DOBBY,142*86
2Y132032,32COM*32COM-144*86-162.6-DOBBY,32COM,32COM-144*86-162.6-DOBBY,144*86
2Y132032,32COM*32COM/144*86 163 DOBBY,32COM,32COM/144*86 163 DOBBY,144*86
2Y132033,32COM*20C/132*80 160 3/1BKT,32COM,20C/132*80 160 3/1BKT,132*80
2Y132034,32K*30SPX/130*84 177 DOBBY,32K,30SPX/130*84 177 DOBBY,130*84
2Y132035,32COM*20SPX/142*80 163 DOBBY,32COM,20SPX/142*80 163 DOBBY,142*80
2Y132036,32COM*16O.E/156*80 163.4 DOBBY,32COM,16O.E/156*80 163.4 DOBBY,156*80
2Y132037,32K*30SPX/138*82 177.5 2/2(S)T,32K,30SPX/138*82 177.5 2/2(S)T,138*82
2Y132038,32COM*32COM/140*86 160 2/1(S),32COM,32COM/140*86 160 2/1(S),140*86
2Y132039,32COM*16O.E/144*72 159.3 3/1(S,32COM,16O.E/144*72 159.3 3/1(S,144*72
2Y132040,32K*32K/134*80 167.6 4/1(S)SAT,32K,32K/134*80 167.6 4/1(S)SAT,134*80
2Y132042,32COM*20K/148*84 158.2 3/1(S),32COM,20K/148*84 158.2 3/1(S),148*84
2Y132043,32COM*20K/144*70 159.3 2/2MATT,32COM,20K/144*70 159.3 2/2MATT,144*70
2Y132044,32COM*30SPX/164*96 180.9 3/1BK,32COM,30SPX/164*96 180.9 3/1BK,164*96
2Y132045,32K*24C/132*88 162.6 DOBBY,32K,24C/132*88 162.6 DOBBY,132*88
2Y132046,32COM*20C/148*92 160.6 2/2(S)T,32COM,20C/148*92 160.6 2/2(S)T,148*92
2Y132047,32K*20OE-140*80-165.1-2/2 MATT,32K,20OE-140*80-165.1-2/2 MATT,140*80
2Y132047,32K*20O.E/140*80 165 2/2MATT,32K,20O.E/140*80 165 2/2MATT,140*80
2Y132048,32C*30C+12O.E/156*84 163.3 DOB,32C,30C+12O.E/156*84 163.3 DOB,156*84
2Y132049,32COM*20COM/140*80 162.8 DOBBY,32COM,20COM/140*80 162.8 DOBBY,140*80
2Y132050,32COM*20K/140*74 162.8 DOBBY,32COM,20K/140*74 162.8 DOBBY,140*74
2Y132051,32K*20K/140*84 158 DOBBY,32K,20K/140*84 158 DOBBY,140*84
2Y132052,32K*20K.SPX/146*76 160.8 DOBBY,32K,20K.SPX/146*76 160.8 DOBBY,146*76
2Y132053,32C*30SPX+20C/156*92 160.8 DOB,32C,30SPX+20C/156*92 160.8 DOB,156*92
2Y132054,32K*20SPX/144*76 180.3 3/1BKT,32K,20SPX/144*76 180.3 3/1BKT,144*76
2Y132055,32COM*32COM/144*86 159.5 OXFOR,32COM,32COM/144*86 159.5 OXFOR,144*86
2Y132056,32COM*8O.E/148*60 163 4/2MATT,32COM,8O.E/148*60 163 4/2MATT,148*60
2Y132057,32COM*20K/136*80 162.5 DOBBY,32COM,20K/136*80 162.5 DOBBY,136*80
2Y132058,32COM*20SPX/170*84 180.3 4/1(S,32COM,20SPX/170*84 180.3 4/1(S,170*84
2Y132059,32C*10O.E+10MC/140*58 162.8 HB,32C,10O.E+10MC/140*58 162.8 HB,140*58
2Y132061,32COM*20C/148*76 163 DOBBY,32COM,20C/148*76 163 DOBBY,148*76
2Y132063,32COM*16O.E/132*76 162.6 DOBBY,32COM,16O.E/132*76 162.6 DOBBY,132*76
2Y132064,32K*16OE-64*66-176.2-3/1 S TWILL,32K,16OE-64*66-176.2-3/1 S TWILL,64*66
2Y132215,32C*20C+2/30PC+7O.E/164*90 162,32C,20C+2/30PC+7O.E/164*90 162,164*90
2Y132216,32K*30SPX/144*78 180.2 2/2(S),32K,30SPX/144*78 180.2 2/2(S),144*78
2Y140001,40PC*40PC/133*72 163 1/1,40PC,40PC/133*72 163 1/1,133*72
2Y140002,40COM*20SPX/156*88 178.3 DOBBY,40COM,20SPX/156*88 178.3 DOBBY,156*88
2Y140003,40COM*10O.E/148*72 165 3/1(S)T,40COM,10O.E/148*72 165 3/1(S)T,148*72
2Y140004,40C*40C+20SPX/146*76 177.8 DOB,40C,40C+20SPX/146*76 177.8 DOB,146*76
2Y140005,40COM*32COM/164*84 163 DOBBY,40COM,32COM/164*84 163 DOBBY,164*84
2Y140006,40COM*12O.E/166*64 163.8 3/2MA,40COM,12O.E/166*64 163.8 3/2MA,166*64
2Y140007,40COM*30SPX/150*96 177.5 DOBBY,40COM,30SPX/150*96 177.5 DOBBY,150*96
2Y140008,40COM*50COM/164*112 166 DOBBY,40COM,50COM/164*112 166 DOBBY,164*112
2Y140009,40COM*20SPX/126*76 157 2/1HBT,40COM,20SPX/126*76 157 2/1HBT,126*76
2Y140010,40COM*24C/186*84 162 DOBBY,40COM,24C/186*84 162 DOBBY,186*84
2Y140011,40COM*40SPX/146*86 207 2/2(S)T,40COM,40SPX/146*86 207 2/2(S)T,146*86
2Y140012,40C*50SPX+16SPX/166*98 161 DOB,40C,50SPX+16SPX/166*98 161 DOB,166*98
2Y140013,40COM*30SPX/150*90 174 4/1(S)S,40COM,30SPX/150*90 174 4/1(S)S,150*90
2Y140014,40COM*30SPX/150*100 174 4/1(S),40COM,30SPX/150*100 174 4/1(S),150*100
2Y140015,40COM*16SPX/146*80 180.3 DOBBY,40COM,16SPX/146*80 180.3 DOBBY,146*80
2Y140016,40COM*24C/186*84 162 DOBBY,40COM,24C/186*84 162 DOBBY,186*84
2Y140017,40COM*32K/176*96 167.6 3/1BKT,40COM,32K/176*96 167.6 3/1BKT,176*96
2Y140018,40COM*40COM/118*76 165 DOBBY,40COM,40COM/118*76 165 DOBBY,118*76
2Y140020,40COM*20C/156*80 163.5 DOBBY,40COM,20C/156*80 163.5 DOBBY,156*80
2Y140021,40COM*40COM/116*88 179 DOBBY,40COM,40COM/116*88 179 DOBBY,116*88
2Y140022,40COM*24C-186*84-162.6-DOBBY,40COM,24C-186*84-162.6-DOBBY,186*84
2Y140022,40COM*24C/186*84 162.5 DOBBY,40COM,24C/186*84 162.5 DOBBY,186*84
2Y140023,40COM*50COM/147*82 163 DOBBY,40COM,50COM/147*82 163 DOBBY,147*82
2Y140024,40COM*32K/136*84 162.7 2/1(S)T,40COM,32K/136*84 162.7 2/1(S)T,136*84
2Y140025,40C*30C+16O.E/164*78 163.5 DOB,40C,30C+16O.E/164*78 163.5 DOB,164*78
2Y140026,40COM*30SPX/176*96 179 4/1(S)S,40COM,30SPX/176*96 179 4/1(S)S,176*96
2Y140027,40COM*30COM/204*100 164.4 DOBB,40COM,30COM/204*100 164.4 DOBB,204*100
2Y140028,40COM*30MC+30COM/184*110 164,40COM,30MC+30COM/184*110 164,184*110
2Y140029,40COM*30SPX/174*88 179 2/2(S)T,40COM,30SPX/174*88 179 2/2(S)T,174*88
2Y140030,40C*30C+30SPX/160*88 179.6 DOB,40C,30C+30SPX/160*88 179.6 DOB,160*88
2Y140031,40COM*40COM-156*110-180-DOBBY,40COM,40COM-156*110-180-DOBBY,156*110
2Y140032,40COM*16SPX/146*78 177.8 3/1(S,40COM,16SPX/146*78 177.8 3/1(S,146*78
2Y140033,40COM*40SPX/176*150 179 DOBBY,40COM,40SPX/176*150 179 DOBBY,176*150
2Y140034,40COM*20O.E/164*80 180.3 3/1(S,40COM,20O.E/164*80 180.3 3/1(S,164*80
2Y140035,40COM*40SPX/178*104 158.9 3/1B,40COM,40SPX/178*104 158.9 3/1B,178*104
2Y140036,40COM*20C/176*86 158.9 3/1BKT,40COM,20C/176*86 158.9 3/1BKT,176*86
2Y140037,40COM*40SPX/161*104 178.5 4/1S,40COM,40SPX/161*104 178.5 4/1S,161*104
2Y140038,40COM*40SPX/178*90 179 2/1(S)T,40COM,40SPX/178*90 179 2/1(S)T,178*90
2Y140039,40COM*40SPX/138*84 173.4 1/1,40COM,40SPX/138*84 173.4 1/1,138*84
2Y140041,40COM*20C/174*86 163.8 4/1(S),40COM,20C/174*86 163.8 4/1(S),174*86
2Y140042,40COM*40SPX/178*104 179.2 3/1H,40COM,40SPX/178*104 179.2 3/1H,178*104
2Y140043,40COM*20C/176*86 158.9 3/1 HBT,40COM,20C/176*86 158.9 3/1 HBT,176*86
2Y140044,40COM*40COM/118*96 179.1 2/2BK,40COM,40COM/118*96 179.1 2/2BK,118*96
2Y140045,40COM*40COM/118*96 162 DOBBY,40COM,40COM/118*96 162 DOBBY,118*96
2Y140046,40COM*40COM/118*96 179.1 3/1BK,40COM,40COM/118*96 179.1 3/1BK,118*96
2Y140047,40COM*40COM/118*96 162 DOBBY,40COM,40COM/118*96 162 DOBBY,118*96
2Y140048,40COM*40COM/118*96 162 DOBBY,40COM,40COM/118*96 162 DOBBY,118*96
2Y140049,40COM*40COM/118*96 162 DOBBY,40COM,40COM/118*96 162 DOBBY,118*96
2Y140050,40COM*40COM/118*96 162 DOBBY,40COM,40COM/118*96 162 DOBBY,118*96
2Y140051,40COM*40COM/118*96 162 RIB STO,40COM,40COM/118*96 162 RIB STO,118*96
2Y140052,40COM*20O.E/180*92 158 DOBBY,40COM,20O.E/180*92 158 DOBBY,180*92
2Y140053,40COM*20SPX/146*88 177.8 4/1(S,40COM,20SPX/146*88 177.8 4/1(S,146*88
2Y140055,40COM*20COM/176*80 163.8 DOBBY,40COM,20COM/176*80 163.8 DOBBY,176*80
2Y140056,40COM*40COM/136*72 166.5 DOBBY,40COM,40COM/136*72 166.5 DOBBY,136*72
2Y140057,40COM*40COM/126*90 165.8 DOBBY,40COM,40COM/126*90 165.8 DOBBY,126*90
2Y140058,40COM*40COM/124*90 164.6 DOBBY,40COM,40COM/124*90 164.6 DOBBY,124*90
2Y140059,40COM*40COM/112*76 164 DOBBY,40COM,40COM/112*76 164 DOBBY,112*76
2Y140060,40COM*40COM/116*72 164.6 DOBBY,40COM,40COM/116*72 164.6 DOBBY,116*72
2Y140061,40COM*40COM/113*90 162.6 DOBBY,40COM,40COM/113*90 162.6 DOBBY,113*90
2Y140062,40COM*40COM/124*72 162.5 DOBBY,40COM,40COM/124*72 162.5 DOBBY,124*72
2Y140063,40COM*16OE+16SPX-135*76-177.3-DOBBY,40COM,16OE+16SPX-135*76-177.3-DOBBY,135*76
2Y140063,40C*16O.E+16SPX/135*76 177.3,40C,16O.E+16SPX/135*76 177.3,135*76
2Y140064,40COM*20COM/176*80 180.3 DOBBY,40COM,20COM/176*80 180.3 DOBBY,176*80
2Y140065,40COM*16K/152*90 163.2 2/2(Z)T,40COM,16K/152*90 163.2 2/2(Z)T,152*90
2Y140066,40COM*45PC/133*74 162.6 RIBSTO,40COM,45PC/133*74 162.6 RIBSTO,133*74
2Y140067,40COM*24C/164*84 163.6 DOBBY,40COM,24C/164*84 163.6 DOBBY,164*84
2Y140068,40COM*40COM-118*80-162.1-DOBBY,40COM,40COM-118*80-162.1-DOBBY,118*80
2Y140068,40COM*40COM/118*80 162 DOBBY,40COM,40COM/118*80 162 DOBBY,118*80
2Y140069,40COM*40COM/112*78 161.6 DOBBY,40COM,40COM/112*78 161.6 DOBBY,112*78
2Y140070,40COM*40COM/106*98(AVG) 161.3,40COM,40COM/106*98(AVG) 161.3,106*98
2Y140071,40COM*24C/176*90 163.8 DOBBY,40COM,24C/176*90 163.8 DOBBY,176*90
2Y140072,40C*40C+16OE-176*104-163.8-DOBBY,40C,40C+16OE-176*104-163.8-DOBBY,176*104
2Y140073,40C*40C+20C/176*108 163.8 DOBB,40C,40C+20C/176*108 163.8 DOBB,176*108
2Y140074,"40COM*40COM/109*80 178.6 2/2,S",40COM,"40COM/109*80 178.6 2/2,S",109*80
2Y140076,40COM*24COM/184*96 -166.4 4/1 (S) SATIN,40COM,24COM/184*96 -166.4 4/1 (S) SATIN,184*96
2Y140I71,40COM*30C/156*100 162.5 3/1BKT,40COM,30C/156*100 162.5 3/1BKT,156*100
2Y140M02,40COM*40COM/144*86 163 RIBSTOP,40COM,40COM/144*86 163 RIBSTOP,144*86
2Y145001,45C.PC*45C.PC/92*84 155 2/2MAT,45C.PC,45C.PC/92*84 155 2/2MAT,92*84
2Y145002,45PC*45PC/122*72 162 DOBBY,45PC,45PC/122*72 162 DOBBY,122*72
2Y145003,45PC*45PC/136*72 162.5 DOBBY,45PC,45PC/136*72 162.5 DOBBY,136*72
2Y145004,45PC*45PC/170*96 125.7 4/1(S),45PC,45PC/170*96 125.7 4/1(S),170*96
2Y150001,50COM*30SPX/156*104 160 3/2T,50COM,30SPX/156*104 160 3/2T,156*104
2Y150002,50COM*40SPX/196*152 158.8 DOBB,50COM,40SPX/196*152 158.8 DOBB,196*152
2Y150003,50COM*20SPX/150*80 177.8 DOBBY,50COM,20SPX/150*80 177.8 DOBBY,150*80
2Y150005,50C*50C+20C/140*90 160.3 DOBBY,50C,50C+20C/140*90 160.3 DOBBY,140*90
2Y150006,50COM*50COM/133*90 162.5 DOBBY,50COM,50COM/133*90 162.5 DOBBY,133*90
2Y150007,50COM*50COM-132*96-162.6-DOBBY,50COM,50COM-132*96-162.6-DOBBY,132*96
2Y150007,50COM*50COM/132*96 162.5 DOBBY,50COM,50COM/132*96 162.5 DOBBY,132*96
2Y150008,50COM*50COM/156*90 163.3 DOBBY,50COM,50COM/156*90 163.3 DOBBY,156*90
2Y150009,50COM*50COM/128*90 162.5 DOBBY,50COM,50COM/128*90 162.5 DOBBY,128*90
2Y150010,50COM*50COM/134*96 178.6 DOBBY,50COM,50COM/134*96 178.6 DOBBY,134*96
2Y150011,50COM*50COM/185*110 163 DOBBY,50COM,50COM/185*110 163 DOBBY,185*110
2Y150013,50COM*50COM/153*88 163 DOBBY,50COM,50COM/153*88 163 DOBBY,153*88
2Y150014,50COM*40SPX/186*110 173.7 4/1S,50COM,40SPX/186*110 173.7 4/1S,186*110
2Y160001,"60COM*20MC-215*90-165-4/1,S SATIN",60COM,"20MC-215*90-165-4/1,S SATIN",215*90
2Y160002,60C*12O.E+12MC/118*54 157 2/2Z,60C,12O.E+12MC/118*54 157 2/2Z,118*54
2Y216001,2/16O.E*10SPX/72*50 175.3 3/1S,2/16O.E,10SPX/72*50 175.3 3/1S,72*50
2Y220001,2/20O.E*8O.E/74*48 162 2/2(Z)T,2/20O.E,8O.E/74*48 162 2/2(Z)T,74*48
2Y220002,2/20K*14SPX/67*60 158 3/1(Z),2/20K,14SPX/67*60 158 3/1(Z),67*60
2Y220003,2/20K.PC*3/20K.PC/80*28 164 OX,2/20K.PC,3/20K.PC/80*28 164 OX,80*28
2Y220004,2/20K*16SPX/68*62 150 3/1(Z)TW,2/20K,16SPX/68*62 150 3/1(Z)TW,68*62
2Y220005,2/20K.PC*3/20K.PC/52*34 162 1/,2/20K.PC,3/20K.PC/52*34 162 1/,52*34
2Y220006,2/20K.PC*3/20K.PC/78*28 161 OX,2/20K.PC,3/20K.PC/78*28 161 OX,78*28
2Y220007,2/20K.PC*3/20K.PC-58*30-165.6-OXFORD,2/20K.PC,3/20K.PC-58*30-165.6-OXFORD,58*30
2Y220007,2/20K.PC*3/20K.PC/58*30 165.5,2/20K.PC,3/20K.PC/58*30 165.5,58*30
2Y220008,2/20K*10SPX/78*50 158 3/1(S),2/20K,10SPX/78*50 158 3/1(S),78*50
2Y220010,2/20CVC*20CVC/88*66 155.2 2/2M,2/20CVC,20CVC/88*66 155.2 2/2M,88*66
2Y220011,"2/20OE*8OE-42*42-159.8-2/2,S TWILL",2/20OE,"8OE-42*42-159.8-2/2,S TWILL",42*42
2Y22021,2/20O.E*10O.E/70*40 150 1/1,2/20O.E,10O.E/70*40 150 1/1,70*40
2Y224001,2/24K*16O.E/52*52 173.5 1/1,2/24K,16O.E/52*52 173.5 1/1,52*52
2Y230001,30/2R*2/24K/112*56 164 3/1(Z)T,30/2R,2/24K/112*56 164 3/1(Z)T,112*56
2Y230002,30/2R*12O.E/112*56 158 3/1(Z)T,30/2R,12O.E/112*56 158 3/1(Z)T,112*56
2Y230003,2/30K*10SPX/94*56 173.5 3/1(Z),2/30K,10SPX/94*56 173.5 3/1(Z),94*56
2Y230004,2/30C*10SPX-82*54-176.3-3/1 TWILL,2/30C,10SPX-82*54-176.3-3/1 TWILL,82*54
2Y230004,2/30C*10SPX/82*54 176.3 3/1(Z),2/30C,10SPX/82*54 176.3 3/1(Z),82*54
2Y230005,30/2R.PC*14O.E PC/82*56 157,30/2R.PC,14O.E PC/82*56 157,82*56
2Y230006,30/2R.PC*14O.E PC/76*56 165.1,30/2R.PC,14O.E PC/76*56 165.1,76*56
2Y230007,30/2R*30/2R/62*60 169 1/1,30/2R,30/2R/62*60 169 1/1,62*60
2Y230008,2/30C*16SPX/108*62 178.6 2/2MA,2/30C,16SPX/108*62 178.6 2/2MA,108*62
2Y230009,"2/30K*20SPX/98*52 185.9 3/1,Z",2/30K,"20SPX/98*52 185.9 3/1,Z",98*52
2Y232001,2/32K*2/32K/52*44 175.3 2/2(Z),2/32K,2/32K/52*44 175.3 2/2(Z),52*44
2Y232002,2/32K*10O.E/104*58 161 DOBBY,2/32K,10O.E/104*58 161 DOBBY,104*58
2Y232003,2/32C*2/32C/120*66 157 3/1(Z)T,2/32C,2/32C/120*66 157 3/1(Z)T,120*66
2Y232004,32/2R*32/2R/120*66 157 3/1(Z)T,32/2R,32/2R/120*66 157 3/1(Z)T,120*66
2Y232005,2/32K*14SPX/90*64 172.7 3/1BKT,2/32K,14SPX/90*64 172.7 3/1BKT,90*64
2Y232006,2/32K*16O.E+16SPX/116*62 172.7,2/32K,16O.E+16SPX/116*62 172.7,116*62
2Y232007,2/32K*2/32K/120*66 157 3/1(Z)T,2/32K,2/32K/120*66 157 3/1(Z)T,120*66
2Y236001,2/36C*2/24K/116*62 160 3/1(Z),2/36C,2/24K/116*62 160 3/1(Z),116*62
2Y240001,40/2R*2/20K/120*58 157.2 3/1(S,40/2R,2/20K/120*58 157.2 3/1(S,120*58
2Y240002,2/40K*16SLUB/104*50 161.3 OXF.,2/40K,16SLUB/104*50 161.3 OXF.,104*50
2Y240003,2/40C*2/40C/132*76 162.5 3/1(Z,2/40C,2/40C/132*76 162.5 3/1(Z,132*76
2Y240004,2/40C*2/40C/116*68 157 3/1(Z)T,2/40C,2/40C/116*68 157 3/1(Z)T,116*68
2Y240005,2/40C*20C/104*64 170.2 1/1,2/40C,20C/104*64 170.2 1/1,104*64
2Y240006,40/2R*20K/132*76 158 2/2(Z),40/2R,20K/132*76 158 2/2(Z),132*76
2Y240007,40/2R*20/2R/120*66 157.2 3/1(S,40/2R,20/2R/120*66 157.2 3/1(S,120*66
2Y240008,2/40C*20C/132*78 160 2/2BKT,2/40C,20C/132*78 160 2/2BKT,132*78
2Y240009,2/40C*16K/134*72 162.6 4/1(Z)S,2/40C,16K/134*72 162.6 4/1(Z)S,134*72
2Y240010,2/40C*2/40C/126*68 165 DOBBY,2/40C,2/40C/126*68 165 DOBBY,126*68
2Y240011,2/40C*2/40C/124*80 160 2/2MATT,2/40C,2/40C/124*80 160 2/2MATT,124*80
2Y240012,2/40C*30K/120*80 157.5 2/1(S)T,2/40C,30K/120*80 157.5 2/1(S)T,120*80
2Y240013,2/40C*16O.E/126*64 160 2/1(S)T,2/40C,16O.E/126*64 160 2/1(S)T,126*64
2Y240014,2/40C.PC*2/30C.PC/112*60 162.8,2/40C.PC,2/30C.PC/112*60 162.8,112*60
2Y240015,2/40C*16SPX/106*64 159 2/2BROK,2/40C,16SPX/106*64 159 2/2BROK,106*64
2Y240016,2/40C*24K/100*64 165 1/1,2/40C,24K/100*64 165 1/1,100*64
2Y240017,2/40C*2/20K/120*56 165 3/1(Z),2/40C,2/20K/120*56 165 3/1(Z),120*56
2Y240018,2/40COM*30COM/132*76 162.6 3/1,2/40COM,30COM/132*76 162.6 3/1,132*76
2Y240020,2/40COM*20C/129*68 166.4 4/1(S,2/40COM,20C/129*68 166.4 4/1(S,129*68
2Y240021,2/40COM*30COM/129*76 166.4 4/1,2/40COM,30COM/129*76 166.4 4/1,129*76
2Y240022,2/40COM*30COM/132*76 155 CVT,2/40COM,30COM/132*76 155 CVT,132*76
2Y240023,2/40COM*20C/132*68 157.5 CVT,2/40COM,20C/132*68 157.5 CVT,132*68
2Y240024,2/40COM*30COM/132*76 157.5 3/1,2/40COM,30COM/132*76 157.5 3/1,132*76
2Y240025,2/40COM*20COM/132*68 157.5 3/1,2/40COM,20COM/132*68 157.5 3/1,132*68
2Y240026,2/40C*10O.E/112*60 157 3/1(S)T,2/40C,10O.E/112*60 157 3/1(S)T,112*60
2Y240027,2/40C*16O.E/128*74 161.5 2/2BK,2/40C,16O.E/128*74 161.5 2/2BK,128*74
2Y240028,2/40C*20SPX/82*66 171.8 2/2MAT,2/40C,20SPX/82*66 171.8 2/2MAT,82*66
2Y240029,2/40COM*2/40COM/132*56 160 2/2,2/40COM,2/40COM/132*56 160 2/2,132*56
2Y240030,2/40C*10O.E/128*56 162.6 2/2BK,2/40C,10O.E/128*56 162.6 2/2BK,128*56
2Y240031,2/40C*8MC/88*40 160 OXFORD,2/40C,8MC/88*40 160 OXFORD,88*40
2Y240032,2/40COM*20COM/128*72 160 2/1(Z,2/40COM,20COM/128*72 160 2/1(Z,128*72
2Y240033,2/40C*10O.E+10SPX/84*50 176.5,2/40C,10O.E+10SPX/84*50 176.5,84*50
2Y240034,40/2R*30/2R/128*72 157.5 2/2(S,40/2R,30/2R/128*72 157.5 2/2(S,128*72
2Y240035,2/40C*20O.E/100*50 156 1/1,2/40C,20O.E/100*50 156 1/1,100*50
2Y240036,2/40C*2/20O.E+10SPX/104*60 161,2/40C,2/20O.E+10SPX/104*60 161,104*60
