k1,k2,k3,k4,construction
144010,BAKK,W11001,FD02,2/40ARAMID*2/40ARAMID-62*48-151-PLAIN 150 $
144011,BAKK,W11001,FD01,2/40ARAMID*2/40ARAMID-62*48-151-PLAIN 150 $
144640,BAKK,W11001,FD08,2/40ARAMID*2/40ARAMID-70*52-162-PLAIN 152 $
14500003,BACO,W11001,DD02,45C.PC*16OE-118*52-149-OXFORD-151 $
14500003,BACO,W11001,DD03,45C.PC*16OE-118*52-149-OXFORD-151 $
14500003,BACO,W11001,DD04,45C.PC*16OE
14500003,BACO,W11001,DD05,45C.PC*16OE
14500003,BAMO,W11001,DD01,45C.PC*16OE
14500003,BAMO,W11001,DD02,45C.PC*16OE
14500003,BAMO,W11001,DD03,45C.PC*16OE
14500003,BAMO,W11001,DD04,45C.PC*16OE
14500003,BAMO,W11001,DD05,45C.PC*16OE
14500005,BACO,W11001,DR01,45C.PC*14OE-EXTRA WIDTH
14500005,BACO,W11001,DR02,45C.PC*14OE-EXTRA WIDTH
14500005,BACO,W11001,DR03,45C.PC*14OE-EXTRA WIDTH
14500005,BACO,W11001,DR04,45C.PC*14OE
14500005,BACO,W11001,DR05,45C.PC*14OE
14500007,BACC,S21001,DR01,45C.CVC*45C.CVC
14500008,BACC,S51001,DR01,45C.CVC*45C.CVC
14500009,BACC,S31001,DR01,45CVC*45CVC
14500011,BACC,C22001,DR01,45C.PC+45COM.PC*45C.PC
14500011,BACC,C33001,DR01,45C.PC+45COM.PC*45C.PC
14500011,BACC,C33002,DR01,45C.PC+45COM.PC*45C.PC+45COM.PC
14500011,BACC,C33002,DR02,45C.PC+45COM.PC*45C.PC+45COM.PC
14500011,BACC,S21001,DR01,45C.PC+45COM.PC*45C.PC-120*70-155-PLAIN-108 $
14500011,BACC,S21001,DR02,45C.PC+45COM.PC*45C.PC-120*70-155-PLAIN-108 $
14500011,BACC,S21002,DR01,45C.PC+45COM.PC*45C.PC
14500011,BACC,S21003,DR01,45C.PC+45COM.PC*45C.PC
14500011,BACC,S21004,DR01,45C.PC+45COM.PC*45C.PC
14500011,BACC,S21004,DR02,45C.PC+45COM.PC*45C.PC
14500011,BAMC,S21005,DR01,45C.PC+45COM.PC*45C.PC
14500012,BACC,C22001,DR01,45C.PC+2/80COM.PC*45C.PC+2/80COM.PC-120*70-156-PLAIN-114 $
14500012,BACC,C33001,DR01,45C.PC+45COM.PC+2/80COM.PC*45C.PC+45COM.PC+2/80COM.PC
14500012,BACC,C33001,DR02,45C.PC+45COM.PC+2/80COM.PC*45C.PC+45COM.PC+2/80COM.PC
14500012,BACC,C33002,DR01,45C.PC+2/80COM.PC*45C.PC+2/80COM.PC
14500012,BACC,C44001,DR01,45C.PC+2/80COM.PC*45C.PC+2/80COM.PC
14500012,BAMM,C23001,DR01,45C.PC+2/80COM.PC*45C.PC+2/80COM.PC
14500017,BACC,S31001,DR01,45C.PC+45COM.PC+2/80COM.PC*45C.PC-134*80-148-DOBBY-123 $
14500017,BACC,S31001,DR02,45C.PC+45COM.PC+2/80COM.PC*45C.PC-134*80-148-DOBBY-123 $
14500018,BACC,S21001,DR01,45C.PC+45COM.PC*45C.PC-120*76-154-DOBBY-108 $
14500020,BACC,C22001,DH01,45C.CVC*2/30C.CVC-104*50-152-OXFORD-145 $
14500020,BACC,C22002,DH01,45C.CVC*2/30C.CVC-104*50-152-OXFORD-145 $
14500020,BACC,C22002,DH02,45C.CVC*2/30C.CVC-104*50-152-OXFORD-145 $
14500020,BACC,C33001,DH01,45C.CVC*2/30C.CVC-104*50-152-OXFORD-145 $
14500020,BACC,C33002,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C33003,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C33004,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C33034,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACC,C44001,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C44002,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C55001,DH01,45C.CVC*2/30C.CVC
14500020,BACC,C55001,DH02,45C.CVC*2/30C.CVC
14500020,BACC,S21001,DH01,45C.CVC*2/30C.CVC
14500020,BACC,S21002,DH01,45C.CVC*2/30C.CVC
14500020,BACC,S31001,DH01,45C.CVC*2/30C.CVC
14500020,BACC,S31001,DH02,45C.CVC*2/30C.CVC
14500020,BACC,W11001,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,C22003,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C22004,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C22004,DH02,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C22005,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33005,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33005,DH02,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33006,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33007,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33007,DH02,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33008,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33009,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33010,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33010,DH02,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33011,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33012,DH01,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,C33013,DH01,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCA,C33014,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C33015,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C33016,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C33016,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C33017,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C44003,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,C44004,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C55002,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,C55003,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,C66001,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,S21003,DH01,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCA,S31002,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31003,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31004,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31005,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31006,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31007,DH01,45C.CVC*2/30C.CVC
14500020,BACCA,S31008,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,S31009,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,S41001,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,W11001,DH01,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCA,W11001,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,W11001,DH03,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCA,W11001,DH04,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCA,W11001,DH05,45C.CVC*2/30C.CVC-102*50-152-OXFORD-141 $
14500020,BACCAA,C22006,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C22007,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C22014,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C22014,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C33014,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33014,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33015,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33016,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33016,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33016,DH03,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33017,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33017,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33017,DH03,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33018,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33018,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33018,DH03,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33019,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33020,DH01,1/45+1/45+1/45+1/45*2/29+2/29+2/29+2/29 -104*50-147.37-OXFORD
14500020,BACCAA,C33021,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C33037,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C33038,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C33044,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C33045,DH04,45C.CVC*2/30C.CVC *50-OXFORD
14500020,BACCAA,C33046,DH03,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,C33046,DH04,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,C33048,DH03,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,C44004,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C44004,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C44014,DH05,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,C44016,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,C55004,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,C66005,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,S21005,DH01,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,S21007,DH02,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,S21007,DH03,45C.CVC*2/30C.CVC- *50-OXFORD
14500020,BACCAA,S31008,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,S31009,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,S31009,DH02,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,S31011,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,W11001,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH06,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH07,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH08,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH09,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH10,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH11,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH12,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACCAA,W11001,DH13,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,W11001,DH14,45C.CVC*2/30C.CVC-OXFORD
14500020,BACCAA,W11001,DH16,45C.CVC*2/30C.CVC-OXFORD
14500020,BACR,C22008,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22008,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C22009,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22009,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22010,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22011,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22013,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C22015,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33022,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33022,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33023,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33023,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33025,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33025,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33026,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33027,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33028,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33029,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33029,DH02,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33030,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33031,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33031,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33032,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33033,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C33034,DH01,.
14500020,BACR,C33035,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33036,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33037,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33038,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33038,DH03,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33039,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33039,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33039,DH03,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33040,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33043,DH03,45C.CVC*30/2R.CVC *50-OXFORD
14500020,BACR,C33043,DH04,45C.CVC*30/2R.CVC *50-OXFORD
14500020,BACR,C33044,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33045,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33045,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C33045,DH03,45C.CVC*30/2R.CVC *50-OXFORD
14500020,BACR,C33047,DH01,45C.CVC*30/2R.CVC *50-OXFORD
14500020,BACR,C33047,DH02,45C.CVC*30/2R.CVC *50-OXFORD
14500020,BACR,C33048,DH04,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33049,DH01,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33049,DH02,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33049,DH05,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33049,DH08,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33050,DH03,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C33050,DH04,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44005,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44006,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44007,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44008,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44008,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44009,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C44010,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44011,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44011,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44012,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C44013,DH01,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44014,DH04,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44017,DH01,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44018,DH05,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44018,DH06,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C44019,DH01,45C.CVC*30/2R.CVC-90*50-170-OXFORD
14500020,BACR,C44019,DH02,45C.CVC*30/2R.CVC-90*50-170-OXFORD
14500020,BACR,C45001,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C45001,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55005,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55006,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55006,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55007,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55007,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C55008,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C64001,DH02,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C64001,DH03,45C.CVC*30/2R.CVC- *50-OXFORD
14500020,BACR,C66002,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C66003,DH01,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,C66004,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C66004,DH02,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,C66006,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,S21004,DH01,45C.CVC*30/2R.CVC -OXFORD
14500020,BACR,S31009,DH03,45C.CVC*2/30C.CVC-106*50-148-OXFORD-141 $
14500020,BACR,S31009,DH04,45C.CVC*30/2R.CVC-OXFORD
14500020,BACR,S31010,DH01,45C.CVC*2/30C.CVC-OXFORD
14500020,BACR,S41002,DH01,45C.CVC*30/2R.CVC-OXFORD
14500020,SALE,S31013,DH01,45C.CVC*2/30C.CVC-
14500020,SALE,S31014,DH01,45C.CVC*2/30R.CVC-
14500021,BACC,C22001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C22002,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33001,DH02,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33001,DH03,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33002,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33003,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33004,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33005,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33006,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33006,DH02,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C33007,DH01,45C.CVC*45C.CVC- *80-PLAIN
14500021,BACC,C44001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C44002,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C44003,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C44004,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C44005,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C44005,HH01,Correct Article with K4 - DH01
14500021,BACC,C44006,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C55001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C55002,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C55002,DH02,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C66001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C66002,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,C66002,DH02,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,F21001,DH01,45C.CVC*45C.CVC- *80-PLAIN
14500021,BACC,S31001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500021,BACC,W11001,DH01,45C.CVC*45C.CVC-120*80-148-PLAIN-112 $
14500022,BACC,C22001,DH01,45C.CVC*45C.CVC-132*90-148-DOBBY-128 $
14500022,BACC,C22001,DH02,45C.CVC*45C.CVC-132*90-148-DOBBY-128 $
14500023,BACC,S21001,DH01,45C.CVC*45C.CVC-DOBBY
14500024,BACC,W11001,DH01,45C.CVC*45C.CVC-120*90-148-PLAIN-118 $
14500025,BACC,C22008,DH01,45C.CVC*45C.CVC- *74-PLAIN
14500025,BACC,C33001,DH01,45C.CVC*45C.CVC- *90-PLAIN
14500025,BACC,S21001,DH01,45C.CVC*45C.CVC-134*90-148-PLAIN-125 $
14500025,BACC,S21002,DH01,45C.CVC*45C.CVC-134*90-148-PLAIN-125 $
14500025,BACC,S21003,DH01,45C.CVC*45C.CVC-PLAIN
14500025,BACC,S31001,DH01,45C.CVC*45C.CVC-PLAIN
14500025,BACCN,S21003,DH01,.
14500026,BACC,C22001,DH01,45C.CVC*45C.CVC-128*80-151-PLAIN 112 $
14500026,BACC,C44001,DH01,45C.CVC*45C.CVC-128*80-151-PLAIN 112 $
14500026,BACC,F22001,DH01,45C.CVC*45C.CVC-128*80-151-PLAIN 112 $
14500026,BACC,S21001,DH01,45C.CVC*45C.CVC-128*80-151-PLAIN 112 $
14500026,BACCJ,C33001,DH01,45C.CVC*45C.CVC- *80-PLAIN
14500027,BACC,S21001,DH01,45C.CVC*45C.CVC-128*80-150-3/1 Z TWILL-115 $
14500027,BACC,S31001,DH01,45C.CVC*45C.CVC-128*80-150-3/1 Z TWILL-115 $
14500027,BACC,S31001,DH02,45C.CVC*45C.CVC-3/1 Z TWILL
14500027,BAMMJ,S21002,DH01,45COM.CVC*45COM.CVC- *80-3/1 Z TWILL
14500027,BAMMK,S21002,DH01,45COM.CVC*45COM.CVC- *80-3/1 Z TWILL
14500028,BACC,S31001,DH01,45C.CVC*45C.CVC
14500029,BACC,C55001,DH01,45C.CVC*45C.CVC-128*80-148-DOBBY 112 $
14500029,BACC,C55001,DH02,45C.CVC*45C.CVC-128*80-148-DOBBY 112 $
14500030,BACC,S51001,DH01,45C.CVC*45C.CVC-136*80-152-DOBBY-120 $
14500032,BACC,W11001,DH01,45C.CVC*16C.CVC-106*50-157-OXFORD-138 $
14500032,BACC,W11001,DH02,45C.CVC*16C.CVC-106*50-157-OXFORD-138 $
14500032,BACC,W11001,DH03,45C.CVC*16C.CVC-106*50-157-OXFORD-138 $
14500036,BACC,C22001,DH01,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C22001,DH02,45CVC*45CVC-PLAIN
14500036,BACC,C22001,DH03,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C22001,DH04,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C22001,DH05,45CVC*45CVC-PLAIN
14500036,BACC,C22001,DH06,45CVC*45CVC-PLAIN
14500036,BACC,C22002,DH01,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22003,DH01,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22003,DH02,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C22003,DH03,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22003,DH04,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C22003,DH05,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22003,DH06,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22003,DH07,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22004,DH01,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22004,DH02,45CVC*45CVC- *76-PLAIN
14500036,BACC,C22004,DH03,45CVC*45CVC- *76-PLAIN
14500036,BACC,C33001,DH01,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33001,DH02,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33001,DH03,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33002,DH01,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33002,DH02,45CVC*45CVC-PLAIN
14500036,BACC,C33003,DH01,45CVC*45CVC-PLAIN
14500036,BACC,C33003,DH02,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33003,DH03,45CVC*45CVC-PLAIN
14500036,BACC,C33004,DH01,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C33004,DH02,45CVC*45CVC- *76-PLAIN
14500036,BACC,C33004,DH03,45CVC*45CVC- *76-PLAIN
14500036,BACC,C33004,DH04,45CVC*45CVC- *76-PLAIN
14500036,BACC,C33005,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33006,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33006,DH02,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33007,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33007,DH02,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33008,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33008,DH02,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33009,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33009,DH02,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C33010,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C44001,DH01,45CVC*45CVC-108*76-161-PLAIN-104 $
14500036,BACC,C44002,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C44002,DH02,45C.CVC*45C.CVC-PLAIN
14500036,BACC,C44003,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C44004,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C44005,DH01,45C.CVC*45C.CVC- *76-PLAIN
14500036,BACC,C44005,DH02,45C.CVC*45C.CVC- *76-PLAIN
