k1,k2,k3,k4,construction
140707,BA,S31006,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31007,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31008,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31383,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31554,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31554,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31555,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31555,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31566,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31568,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31569,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31634,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31819,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31820,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31820,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31839,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31840,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31840,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31865,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31866,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31866,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31875,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31877,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31878,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31925,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31957,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31A85,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31A85,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31B04,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31B04,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31B05,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31B05,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C66,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C66,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C67,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C67,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C68,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C68,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C69,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C70,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C70,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C70,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C83,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31C83,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31D17,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31D17,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E11,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E11,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E21,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E21,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E27,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31E27,VV02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F14,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F14,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F19,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F19,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F48,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F70,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F70,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31F70,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H04,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H04,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H04,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H05,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H05,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H05,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H06,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H06,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H06,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H07,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H07,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H08,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H08,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H21,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H66,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H67,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H69,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H69,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H69,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S31H76,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41002,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41005,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41005,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41006,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41007,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41008,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41009,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41010,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41011,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41299,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41714,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41714,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41715,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41715,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41717,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41717,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41718,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41718,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41941,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41941,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41942,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41943,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41943,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41944,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41944,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41944,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41945,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41959,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41959,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41965,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41965,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41A45,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41A47,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41A47,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41A48,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41A48,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B01,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B02,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B02,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B50,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B51,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B56,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B81,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B81,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B89,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41B89,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41C01,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41C01,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S41C02,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51001,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51321,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51322,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51323,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51324,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51325,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51326,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51327,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51332,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51332,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51333,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51334,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51338,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51339,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51339,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51344,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51345,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51349,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51455,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51455,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51455,RR03,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51570,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51623,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51623,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S51639,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61001,VV01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61030,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61197,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61197,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61200,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S61202,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71118,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71121,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71147,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71151,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71151,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71166,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S71166,RR02,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S81077,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BA,S81087,RR01,40COM*50COM-141*80-150-PLAIN-118
140707,BALA,S31009,RR01,40COM*50COM-145*80-149-PLAIN-124
140928,BA,C22002,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C22003,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C22004,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C22005,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C22006,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C31001,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33001,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33002,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33003,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33004,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33005,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33006,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33007,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33008,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33009,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33010,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33013,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33014,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33015,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33016,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33018,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33019,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33019,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33020,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33666,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33667,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33668,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33697,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33770,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33774,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33775,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33776,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33813,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C33814,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44001,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44001,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44002,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44003,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44003,RR04,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44003,RR05,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44003,RR06,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44004,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44004,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44005,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44006,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44007,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44008,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44009,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44010,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44011,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44012,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44013,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44014,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44015,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44016,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44017,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44018,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44019,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44020,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44021,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44022,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44023,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44772,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44865,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44866,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44867,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44868,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44869,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44987,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44988,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44989,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A15,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A16,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A31,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A32,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A33,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C44A34,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,C53011,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31001,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31003,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31787,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31788,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31789,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31847,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B06,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B22,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B71,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B71,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B72,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S31B90,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41599,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41600,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41648,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41649,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41650,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41651,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41652,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41652,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41653,RR01,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41653,RR02,40COM*40COM-122*70-149-PLAIN-115
140928,BA,S41860,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S41882,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S41882,RR02,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S41883,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S41883,RR02,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S41884,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BA,S51402,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMM,C33024,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMM,C44034,RR01,40COM*40COM-
140928,BAMM,C44035,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMM,C44036,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMM,C44037,RR01,40COM*40COM
140928,BAMMY,C33023,RR01,40COM*40COM
140928,BAMMY,C44030,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMMY,C44030,RR02,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMMY,C44031,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMMY,C44032,RR01,40COM*40COM
140928,BAMMY,C44033,RR01,40COM*40COM-122*70-149-PLAIN-120 $
140928,BAMMY,C44034,RR01,40COM*40COM-122*70-149-PLAIN-120 $
14095,BAMC,C33003,HH01,40COM*2/30C- *50-OXFORD
14095,BAMC,S13004,HH02,40COM*2/30C- *50-OXFORD
14095,BAMC,W11001,HH36,40COM*2/30C- *50-OXFORD
14095,BAMCJ,C22001,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCJ,C22001,HH03,40COM*2/30C- *50-OXFORD
14095,BAMCJ,C22001,HH04,40COM*2/30C- *50-OXFORD
14095,BAMCJ,C33003,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C22002,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C22002,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,C22003,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C22003,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,C33005,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C33008,HH03,40COM*2/30C- *50-OXFORD
14095,BAMCS,C33011,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C33013,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,C33015,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,C44003,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C44005,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C55002,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,C55002,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,S12001,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S13001,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S13002,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S13003,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S13004,HH03,DISCARD
14095,BAMCS,S13006,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,S13007,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S14001,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S21001,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S21001,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,S21003,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,S21004,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S21004,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,S31002,HH01,40COM*2/30C- *50-OXFORD
14095,BAMCS,S41001,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH01,40COM*2/30C-110*50-147-OXFORD 152 $
14095,BAMCS,W11001,HH02,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH04,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH05,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH06,40COM*2/30C-110*50-147-OXFORD 152 $
14095,BAMCS,W11001,HH30,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH33,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH37,40COM*2/30C- *50-OXFORD
14095,BAMCS,W11001,HH39,40COM*2/30C- *50-OXFORD
14095,BLMC,C33003,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C22001,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33002,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33002,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33002,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33003,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33004,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C33004,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C34001,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C34001,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C34001,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C44001,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C44001,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C44002,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C65001,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C65001,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C66001,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCJ,C66001,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33006,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33006,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33006,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33007,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33008,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33008,HH04,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33010,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33010,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33010,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33010,HH04,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33012,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33012,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33012,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33013,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33014,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33014,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33014,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33014,HH04,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33015,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C33016,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44004,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44006,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44007,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44007,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44008,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44008,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44008,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44008,HH04,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44009,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44010,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44010,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,C44010,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,C55001,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,C65002,HH01,40COM*2/30C- *50-OXFORD
14095,BLMCS,S13004,HH03,40COM*2/30C- *50-OXFORD
14095,BLMCS,S13005,HH02,40COM*2/30C- *50-OXFORD
14095,BLMCS,S31002,HH02,40COM*2/30C- *50-OXFORD
