k1,k2,k3,k4,construction
C1400211,BAMM,W11001,HH08,40COM*40COM-121*96-148-DOBBY(ROYAL OXFORD)-130 $
C1400211,BAMM,W11001,HH09,40COM*40COM-121*96-148-DOBBY(ROYAL OXFORD)-130 $
C1400211,BAMMS,W11001,HH18,40COM*40COM-121*96-148-DOBBY(ROYAL OXFORD)-130 $
C1400211,BAMMS,W11001,HH19,40COM*40COM-121*96-148-DOBBY(ROYAL OXFORD)-130 $
C1400317,BAMMS,W12001,HH47,40COM*40COM+40LEA-90*54-141-PLAIN 120 $
C1400317,BAMMS,W12001,HH48,40COM*40COM+40LEA-90*54-141-PLAIN 120 $
C140M628,BAMMSK,C24005,HH02,40COM*40COM+40SPX(40D)- *86-PLAIN
C140M628,BAMMSK,F22001,HH04,40COM*40COM+40SPX(40D)- *86-PLAIN
C140M628,BAMMSK,F22001,HH05,40COM*40COM+40SPX(40D)- *86-PLAIN
C140M687,BAMCS,W11001,HH03,40COM*20SPX(70D)-170*68-130-3/1 Z TWILL 220 $
C140M751,BAMCS,W11001,HH18,40COM*20SPX(40D)-
C140M751,BAMCS,W11001,HH94,40COM*20SPX(40D)-
C140M751,BAMCSJ,F21001,HH09,40COM*20SPX(40D)- *46-OXFORD
C140M751,BAMCSJ,S21019,HH01,40COM*20SPX(40D)- *46-OXFORD
C140M751,BAMCSJ,W11001,HH166,40COM*20C Spx 40D- *46-OXFORD
C140M751,BAMCSJ,W11001,HH94,40COM*20SPX(40D)- *46-OXFORD
C140M751,BAMCSK,W11001,HH12,40COM*20SPX(40D)- *46-OXFORD
C140M751,BAMCSK,W11001,HH18,40COM*20SPX(40D)- *46-OXFORD
C140M751,BAMCSL,S21016,HH03,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSL,S21016,HH04,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,S21014,HH03,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,S21014,HH04,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,W11001,HH111,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,W11001,HH112,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,W11001,HH113,40COM*20LYC(40D)- *46-OXFORD
C140M751,BAMCSLJ,W11001,HH114,40COM*20LYC(40D)- *46-OXFORD
C140M751,BLMCSLJ,C55008,HH01,40COM*20LYC(40D)- *46-OXFORD
C140M751,BLMCSLJ,C55008,HH03,40COM*20LYC(40D)- *46-OXFORD
C140M751,LLMCS,W11001,HH95,40COM*20SPX(40D)- *46-OXFORD
C140M751,LLMCS,W11001,HH96,40COM*20SPX(40D)- *46-OXFORD
C140M751,LLMCS,W11001,HH99,40COM*20SPX(40D)- *46-OXFORD
C140M751,LLMCSL,S21013,HH05,40COM*20LYC(40D)- *46-OXFORD
C140M751,LLMCSLJ,S21013,HH05,40COM*20LYC(40D)- *46-OXFORD
C140M751,LLMCSLJ,S21013,HH06,40COM*20LYC(40D)- *46-OXFORD
C1500271,LLMMS,C22001,HH01,50COM*50COM-154*90-142-ROYAL OXFORD-118 $
C1600119,BAMM,W11001,HH01,60COM*60MEL-108*88-146-PLAIN-83 $
C1600119,BAMM,W11001,RR02,60MEL*60MEL-108*88-146-PLAIN-83 $
C2200018,BACC,C33001,HH01,2/20C*2/20C-tim
CROSS,BAMM,W11001,HH06,50COM*50COM-
DUMMY,00,DGNAWT,DUMMY,dummy
DUMMY,00,DUMMY,DUMMY,dummy
PANAMA,BAMM,W11001,HH29,40COM*40COM-
PCT20B01,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B01,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B02,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B02,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B03,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B03,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B04,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B04,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B05,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B05,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B06,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B06,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B07,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B07,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20B08,PBAC,XX,RR01,Provisional Cotton Upto 20 Count Bottom Reactive
PCT20B08,PBAC,XX,VV01,Provisional Cotton Upto 20 Count Bottom VAT
PCT20S01,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S01,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S02,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S02,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S03,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S03,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S04,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S04,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S05,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S05,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S06,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S06,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S07,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S07,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT20S08,PBAC,XX,RR01,Provisional Cotton upto 20 Count Shirting Reactive
PCT20S08,PBAC,XX,VV01,Provisional Cotton upto 20 Count Shirting VAT
PCT32B01,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B01,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B02,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B02,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B03,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B03,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B04,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B04,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B05,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B05,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B06,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B06,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B07,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B07,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32B08,PBAC,XX,RR01,Provisional Cotton 21-32 Count Bottom Reactive
PCT32B08,PBAC,XX,VV01,Provisional Cotton 21-32 Count Bottom VAT
PCT32S01,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S01,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S02,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S02,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S03,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S03,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S04,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S04,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S05,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S05,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S06,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S06,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S07,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S07,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT32S08,PBAC,XX,RR01,Provisional Cotton 21-32 Count Shirting Reactive
PCT32S08,PBAC,XX,VV01,Provisional Cotton 21-32 Count Shirting VAT
PCT49B01,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B01,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B02,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B02,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B03,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B03,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B04,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B04,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B05,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B05,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B06,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B06,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B07,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B07,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49B08,PBAC,XX,RR01,Provisional Cotton 33-49 Count Bottom Reactive
PCT49B08,PBAC,XX,VV01,Provisional Cotton 33-49 Count Bottom VAT
PCT49S01,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S01,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S02,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S02,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S03,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S03,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S04,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S04,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S05,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S05,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S06,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S06,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S07,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S07,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT49S08,PBAC,XX,RR01,Provisional Cotton 33-49 Count Shirting Reactive
PCT49S08,PBAC,XX,VV01,Provisional Cotton 33-49 Count Shirting VAT
PCT69B01,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B01,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B02,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B02,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B03,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B03,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B04,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B04,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B05,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B05,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B06,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B06,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B07,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B07,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69B08,PBAC,XX,RR01,Provisional Cotton 50-69 Count bottom Reactive
PCT69B08,PBAC,XX,VV01,Provisional Cotton 50-69 Count bottom VAT
PCT69S01,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S01,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S02,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S02,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S03,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S03,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S04,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S04,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S05,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S05,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S06,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S06,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S07,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S07,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT69S08,PBAC,XX,RR01,Provisional Cotton 50-69 Count Shirting Reactive
PCT69S08,PBAC,XX,VV01,Provisional Cotton 50-69 Count Shirting VAT
PCT70B01,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B01,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B02,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B02,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B03,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B03,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B04,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B04,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B05,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B05,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B06,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B06,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B07,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B07,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70B08,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Bottom Reactive
PCT70B08,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Bottom VAT
PCT70S01,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S01,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S02,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S02,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S03,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S03,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S04,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S04,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S05,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S05,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S06,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S06,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S07,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S07,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PCT70S08,PBAC,XX,RR01,Provisional Cotton 70 & Above Count Shirting Reactive
PCT70S08,PBAC,XX,VV01,Provisional Cotton 70 & Above Count Shirting VAT
PPC20B01,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B01,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B02,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B02,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B03,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B03,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B04,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B04,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B05,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B05,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B06,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B06,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B07,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B07,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20B08,PBAC,XX,RR01,Provisional PC Upto 20 Count Bottom Reactive
PPC20B08,PBAC,XX,VV01,Provisional PC Upto 20 Count Bottom VAT
PPC20S01,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S01,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S02,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S02,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S03,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S03,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S04,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S04,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S05,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S05,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S06,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S06,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S07,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S07,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC20S08,PBAC,XX,RR01,Provisional PC Upto 20 Count Shirting Reactive
PPC20S08,PBAC,XX,VV01,Provisional PC Upto 20 Count Shirting
PPC32B01,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B01,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B02,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B02,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B03,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B03,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B04,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B04,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B05,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B05,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B06,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B06,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B07,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B07,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32B08,PBAC,XX,RR01,Provisional PC 21-32 Count Bottom reactive
PPC32B08,PBAC,XX,VV01,Provisional PC 21-32 Count Bottom VAT
PPC32S01,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S01,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S02,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S02,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S03,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S03,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S04,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S04,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S05,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S05,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S06,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S06,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S07,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S07,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC32S08,PBAC,XX,RR01,Provisional PC 21-32 Count Shirting Reactive
PPC32S08,PBAC,XX,VV01,Provisional PC 21-32 Count Shirting VAT
PPC49B01,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B01,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B02,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B02,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B03,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B03,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B04,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B04,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B05,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B05,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B06,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B06,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B07,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B07,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49B08,PBAC,XX,RR01,Provisional PC 33-49 Count Bottom Reactive
PPC49B08,PBAC,XX,VV01,Provisional PC 33-49 Count Bottom VAT
PPC49S01,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S01,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S02,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S02,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S03,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S03,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S04,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S04,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S05,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S05,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S06,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S06,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S07,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S07,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC49S08,PBAC,XX,RR01,Provisional PC 33-49 Count Shirting Reactive
PPC49S08,PBAC,XX,VV01,Provisional PC 33-49 Count Shirting VAT
PPC69B01,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B01,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B02,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B02,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B03,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B03,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B04,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B04,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B05,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B05,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B06,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B06,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B07,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B07,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69B08,PBAC,XX,RR01,Provisional PC 50-69 Count Bottom Reactive
PPC69B08,PBAC,XX,VV01,Provisional PC 50-69 Count Bottom VAT
PPC69S01,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S01,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S02,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S02,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S03,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S03,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S04,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S04,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S05,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S05,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S06,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S06,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S07,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S07,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC69S08,PBAC,XX,RR01,Provisional PC 50-69 Count Shirting Reactive
PPC69S08,PBAC,XX,VV01,Provisional PC 50-69 Count Shirting VAT
PPC70B01,PBAC,XX,RR01,Provisional PC 70 & Above Count Bottom Reactive
PPC70B01,PBAC,XX,VV01,Provisional PC 70 & Above Count Bottom VAT
PPC70B02,PBAC,XX,RR01,Provisional PC 70 & Above Count Bottom Reactive
PPC70B02,PBAC,XX,VV01,Provisional PC 70 & Above Count Bottom VAT
