k1,k2,k3,k4,construction
A116A367,BLCM,F12001,DH01,16CVC*20COM+20SPX(70D)-106*74-150-2/2 Z TWILL-266
A116A368,BLCM,W12001,DH01,16CVC*20COM+20SPX(70D)-96*74-150-2/1 Z TWILL-260
A1200156,BACO,W12001,HH20,20MC*16MC+16OE- *50-OXFORD
A1200213,BAMM,W11001,HH03,20COM*20COM-70*50-143-PLAIN-153
A1200213,BAMM,W11001,HH04,20COM*20COM- 70*50-143-PLAIN-153
A120A810,BAMM,F12001,HH01,20MEL*20MEL+20SPX(70D)-96*80-144-2/1 S TWILL-228
A120A882,BAKK,C22001,TT01,20K+20PC*20PC.SPX(70D)+20K-120*70-136-DOBBY-268 $
A120A932,BACC,C22001,TT01,20C+20C.PC*20K.SPX(70D)+20PC.SPX(70D)-112*76-134-2/2 S TWILL-275 $
A120A933,BAKK,C22001,TT01,20C+20C.PC*20K.SPX(70D)+20PC.SPX(70D)-118*76-132-2/2 S TWILL 278 $
A120B597,HCCWT,W11001,RR01,20C.SPX.FD(70D)*20C.SPX.FD(70D)- -3/1 S TWILL
A120B670,BAMDAJ,W11001,HH08,20COM*30K.COM.VIS- *54-PLAIN
A120B917,BAMMW,W11001,RR01,20MEL*20MEL- -2/2 Z TWILL
A120B917,BAMMWJ,W11001,RR01,20MEL*20MEL- -2/2 Z TWILL
A120C136,BACDAJ,W11001,HH10,20C MC*30K.COM V-68*54*142-PLAIN-135 $
A120C136,BACDAJ,W11001,HH14,20C MC*30K.COM V-68*54*142-PLAIN-135 $
A120C136,BACDAJ,W11001,HH15,20C MC*30K.COM V-68*54*142-PLAIN-135 $
A120C136,BACDAJ,W11001,HH16,20C MC*30K.COM V-68*54*142-PLAIN-135 $
A120C729,BAMO,C22001,HH01,20COM*16OE- *78- -DOBBY(DOUBLE CLOTH)
A120D066,BAMPJ,W11001,HA04,20MEL*20K MIYABI V- *52-2/2 Z TWILL
A1300112,BAMM,W11001,HH01,30COM*20MEL-114*60-149-OXFORD-171 $
A130A689,OSPP,W11001,RR01,30VORTEX.VIS.MEL*30VORTEX.VIS.MEL-105*83-140-2/2 S TWILL 163 $
A130A689,OSPPPROVI,W11001,RR01,30VORTEX.VIS.MEL*30VORTEX.VIS.MEL-92*72-160-2/2 S TWILL
A130B497,BAMM,W12001,HH01,30COM*20COM+20SPX(70D)- *74-DOBBY(ROYAL OXFORD)
A130B742,BAMC,CN7003,HH01,30COM+30MC*30MC-64*68-173.97-PLAIN
A130B742,BAMC,CP8002,HH01,30COM+30MC*30MC-64*68-173.97-PLAIN
A130B742,BAMCW,W21001,HH04,30COM+30MC*30MC-
A130B819,LXDD,W11001,HH01,30K.COM.VIS*30K.COM.VIS- *64-PLAIN
A130C341,HMD,S21001,HH01,30COM*30K.COM.VIS- *74-2/2 S TWILL
A130C653,BAMCJ,C55001,HH01,30COM*30SPX(40D)- *70-2/2 S TWILL
A130C989,BAMMWJ,W11001,HH03,30COM*30COM-90*68-167-2/1 Z TWILL-136 $
A130D536,BADD,W11001,HH01,30K.COM*30K.COM--2/2 HBT
A130D536,BADD,W11001,HH02,30K.COM*30K.COM--2/2 HBT
A130D536,BADDJ,W11001,HH01,30K.COM*30K.COM- -2/2 HBT
A130D536,BADDJ,W11001,HH02,30K.COM*30K.COM- -2/2 HBT
A132A416,BADDJ,SJ1008,HH01,32K.COM+30MC*30K.COM.VIS- *52-PLAIN
A132A433,BAMCWJ,C42002,HH01,32COM+32MC*32MC-80*70-157-PLAIN-126 $
A132A433,BAMCWJ,W21001,HH03,30COM+30MC*30MC-80*70-157-PLAIN-126 $
A132A433,BAMCWJ,W21001,HH04,30COM+30MC*30MC- *70-PLAIN
A132A433,BAMCWJ,W21001,HH10,32COM+32MC*32MC- *70-PLAIN
A132A433,BAMCWJ,W21001,HH11,32COM+32MC*32MC- *70-PLAIN
A132A433,BAMCWJ,W21001,HH13,32COM+32MC*32MC- *70-PLAIN
A132A433,STICKER,W21001,HH03,30COM+30MC*30MC-80*70-157-PLAIN-126 $
A132A434,BADDJ,C22005,HH01,32K.COM*32K.COM- *68-PLAIN
A132A434,BADDJ,W11001,HH05,32K.COM*32K.COM- *66-PLAIN
A132A436,HMMT,C22001,HH02,32COM.RECY.COT*32COM.RECY.COT- -2/2 Z TWILL
A132A438,BAMDJ,S31004,HH03,32COM*30K.COM.VIS- -PLAIN
A132A911,BADDNJ,W11001,HH01,32K.COM*32K.COM-92*68-136-PLAIN-134$
A132A911,BADDNJ,W11001,HH03,32K.COM*32K.COM-92*68-136-PLAIN-134$
A132A911,BADDNJ,W11001,HH04,32K.COM*32K.COM-92*68-136-PLAIN-134$
A132A911,BADDNJ,W11001,HH06,32K.COM*32K.COM- *68-PLAIN
A132B151,BAMDJ,C22009,HH03,DISCARD
A132B151,BAMDJ,W11001,HH19,32COM*30K.COM V- -PLAIN
A132B151,BAMDJ,W11001,HH20,32COM*30K.COM V- -PLAIN
A1400001,BAMM,W11001,RR26,40MEL*40MEL-122*78-148-PLAIN-126 $
A1400001,BAMM,W11001,RR27,40MEL*40MEL-122*78-148-PLAIN-126 $
A1400001,BAMM,W11001,RR28,40MEL*40MEL-122*78-148-PLAIN-126 $
A1400140,BAMM,W11001,RR03,40MEL*40MEL-122*90-148-PLAIN-134 $
A1400140,BAMM,W11001,RR04,40MEL*40MEL-122*90-148-PLAIN-134 $
A1400140,BAMM,W11001,RR05,40MEL*40MEL-122*90-148-PLAIN-134 $
A1400140,BAMM,W11001,RR06,40MEL*40MEL-122*90-148-PLAIN-134 $
A1400160,BAMMW,W11001,RR07,40COM*40MEL-104*70-151-PLAIN-115 $
A1400160,BAMMW,W11001,RR15,40MEL*40MEL-104*70-151-PLAIN-115 $
A1400160,BAMMW,W11001,RR18,40Mel*40Mel-104*70-151-PLAIN-115 $
A1400160,BAMMW,W11001,RR19,40Mel*40Mel-104*70-151-PLAIN-115 $
A1400220,BAMM,W11001,RR04,40MEL*40MEL-110*90-147-PLAIN 124 $
A1400220,BAMM,W11001,RR07,40MEL*40MEL-110*90-147-PLAIN 124 $
A1400220,BAMM,W11001,RR08,40MEL*40MEL-110*90-147-PLAIN 124 $
A1400220,BAMM,W11001,RR09,40MEL*40MEL-110*90-147-PLAIN 124 $
A1400220,BAMMS,F21001,HH03,40COM+40MEL*40COM-110*90-147-PLAIN 124 $
A1400220,BLMMS,F21001,HH04,40COM+40MEL*40COM-110*90-147-PLAIN 124 $
A1400264,BAMM,W11001,RR10,40COM*40COM-108*78-150-PLAIN-117 $ Non Mercer.
A1400264,BAMM,W11001,RR17,40MEL*40MEL-111*78-145-PLAIN-124 $
A1400264,BAMM,W11001,RR19,40MEL*40MEL- *80-PLAIN
A1400264,BAMM,W11001,RR20,40MEL*40MEL- *80-PLAIN
A1400264,STICKER,W11001,RR17,40MEL*40MEL-111*78-145-PLAIN-124 $
A1400336,BAMM,W11001,RR16,40MEL*40MEL-98*80-148-2/2 S TWILL-115 $
A1400440,BLMMA,C33118,HH01,40COM*40COM- *84-2/2 Z TWILL
A1400440,BLMMAJ,C34002,HH01,40COM*40COM- *84-2/2 Z TWILL
A1400440,BLMMAJ,C44087,HH01,40COM*40COM- *84-2/2 Z TWILL
A140A591,BAMCJ,C33013,HH04,40COM*40SPX(40D)- *80-PLAIN
A140A783,BAMCOW,W11001,HH48,40COM.OG*16OG.Spx 70D-118*48-138-OXFORD-164 $
A140B149,BAMM,W11001,RR01,40MEL*40MEL-84*78-144-2/2 S TWILL-110 $
A140B149,BAMM,W11001,RR02,40MEL*40MEL-84*78-144-2/2 S TWILL-110 $
A140B410,BAMC,W11001,RR01,40COM*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCJ,W11001,RR01,40COM+40MEL*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCS,W11001,HH07,40COM*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCS,W11001,HH53,40COM*14SPX(40D)- *46-OXFORD
A140B410,BAMCSJ,C22002,HH01,40COM*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCSJ,C44004,HH01,40COM*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCSJ,W11001,HH07,40COM*14SPX(40D)-133*46*149-OXFORD 177 $
A140B410,BAMCSK,C22001,HH08,40COM+40MEL*14SPX(40D)-133*46*149-OXFORD 177 $
A140B609,BLMMS,C22001,HH02,40MEL+40COM*50COM- *84-2/2 Z TWILL
A140B705,BAMM,W11001,RR03,40MEL*40MEL-102*84 150-PLAIN 120 $
A140B705,BAMM,W11001,RR06,40MEL*40MEL-102*84 150-PLAIN 120 $
A140B705,BAMM,W11001,RR07,40MEL*40MEL- 102*84 150-PLAIN 120 $
A140B705,BAMM,W11001,RR08,40MEL*40MEL-102*84 150-PLAIN 120 $
A140B705,BAMM,W11001,RR09,40MEL*40MEL-102*84 150-PLAIN 120 $
A140B705,BAMM,W11001,RR10,40MEL*40MEL-102*84 150-PLAIN 120 $
A140B713,BAMCS,S14001,DD01,40COM*30SPX(20D)+10OE+230D.PET.MEL-
A140B739,BAMOS,S21005,HH01,40COM*12OE- *50-OXFORD
A140B739,BAMOS,S21005,HH02,40COM*12OE- *50-OXFORD
A140B739,BAMOS,W11001,HH15,40COM*12OE-*50-OXFORD
A140B739,LLMOS,W11001,HH16,40COM*12OE-*50-OXFORD
A140B951,BAMM,W11001,RR01,40MEL*40MEL-100*84-144-PLAIN-122
A140B951,BAMMS,C44001,HH01,40COM+40MEL*40COM40MEL-100*84-144-PLAIN-122
A140B957,BLMMS,C54001,HH01,40COM+2/80COM*40COM-120*78-148-DOBBY-125 $
A140B959,BAMMSJ,F21001,HH04,40COM*40COM- *80-PLAIN
A140B959,BAMMSJ,W11001,RR01,40COM*40COM-
A140B959,BLMMS,S13001,HH01,40COM*40COM- *80-PLAIN
A140B990,BAMM,F21001,HH01,40COM*40COM- *78-PLAIN
A140C005,BAMMS,C33001,VV01,40COM+2/80VAT.IKKAT*40COM- -PLAIN
A140C005,BAMMS,S31001,VV01,40COM+2/80VAT.IKKAT*40COM- *68-PLAIN
A140C005,BAMMS,S31001,VV02,40COM+2/80VAT.IKKAT*40COM- -PLAIN
A140C005,BAMMS,S31001,VV03,40COM+2/80VAT.IKKAT*40COM- -PLAIN
A140C005,BAMMS,S31002,GH01,40COM+2/80VAT.IKKAT*40COM- *68-PLAIN
A140C005,BAMMS,S31002,VV01,40COM+2/80VAT.IKKAT*40COM- -PLAIN
A140C068,BAMMS,W11001,HH02,40COM*40COM-138*64-149-OXFORD-122 $
A140C068,BAMMSJ,W11001,HH02,40COM*40COM-138*64-149-OXFORD-122 $
A140C093,BAMM,W11001,RR05,40MEL*40MEL-121*78-151-PLAIN-128 $
A140C093,BAMM,W11001,RR19,40MEL*40MEL- *80-PLAIN
A140C093,BAMM,W11001,RR28,40MEL*40MEL-121*78-151-PLAIN-128 $
A140C093,BAMM,W11001,RR29,40MEL*40MEL- *80-PLAIN
A140C093,BAMM,W11001,RR31,40MEL*40MEL- *80-PLAIN
A140C093,BAMM,W11001,RR32,40MEL*40MEL- *80-PLAIN
A140C093,BAMM,W11001,RR33,40MEL*40MEL- *80-PLAIN
A140C093,BAMM,W11001,RR34,40MEL*40MEL- *80-PLAIN
A140C093,BAMMS,C44004,HH01,40COM*40COM- *80-PLAIN
A140C093,BAMMS,F21001,HH15,40COM*40COM- *80-PLAIN
A140C093,BAMMS,F22001,RR01,40COM+40MEL*40COM+40MEL- *80-PLAIN
A140C101,BAMM,W11001,RR02,40MEL*40MEL- *92-2/2 S TWILL
A140C224,BAMCS,W11001,DR06,40COM*30PC.MEL- *74-2/2 Z TWILL
A140C224,BAMCS,W11001,DR07,40COM*30PC.MEL- *74-2/2 Z TWILL
A140C298,BAMM,W11001,RR01,40MEL*40MEL- -2/2 MATT
A140C381,BLMMS,C65001,HH01,40COM+40SPX(20D)*40COM+40SPX(20D)- *90- -2/2 HBT(CRINKLE EFFACT)
A140C448,BAMM,W11001,RR01,40MEL*40MEL-96*80-146-2/2 S TWILL-121 $
A140C448,BAMM,W11001,RR02,40MEL*40MEL-96*80-146-2/2 S TWILL-121 $
A140C629,BAMMSJ,S21002,HH01,40COM*40COM- -PLAIN
A140C808,BAMMSJ,C22002,HH01,40COM+40MEL*40COM+40MEL- *96-PLAIN
A140C873,BLMMS,C22001,HH02,40COM+40MC*40COM+40MC- *64-DOBBY (RIBSTOP)
A140D145,BAMM,W11001,RR01,40MEL*40MEL- *100-2/1 Z TWILL
A140D226,BLMMS,W11001,HH02,40COM*40MEL- *96-DOBBY
A140D244,BAMMS,W11001,RR01,40COM*40MEL- -2/2 HBT
A140D244,BAMMS,W11001,RR02,40COM*40MEL- -2/2 HBT
A140D394,BACCW,W11001,DH02,40C.PC*20SPX(40D)- -OXFORD
A140D394,BAMCW,W11001,DH02,40COM.PC*20SPX(40D)- -OXFORD
A140D394,BAMCW,W11001,DH10,40COM.PC*20SPX(40D)- *46-OXFORD
A140D394,BAMCW,W11001,DH14,40COM PC*20C Spx 40D- *46-OXFORD
A140D399,BAMM,W11001,RR04,40MEL*40MEL- -2/2 HBT-08.04.153
A140D399,BLMMS,F22001,HH02,40MEL+40COM*40MEL+40COM- -2/2 HBT-08.04.153
A140D415,HMM,C5J001,HH01,40COM+40MEL*40COM+40MEL+40SPX(40D)+40MEL.SPX(40D)- -JACQUARD
A140D609,BAMFQWJ,W11001,NDR06,40COM*80D(75/72/20) RP Spx- *80-PLAIN
A140E129,BAMM,W12001,RR01,40MEL*40MEL+40MEL.SPX(40D)- *74-PLAIN
A140E129,BAMMS,F22001,HH09,40COM*40COM+40SPX(40D)- *74-PLAIN
A140E252,BAMCSJ,W11001,HH01,40COM*40SPX(40D)- -OXFORD
A140E636,BAMMS,C24001,HH01,40COM*40COM+40C Spx 40D- -PLAIN
A140E712,BAMOJ,C55001,HH02,40COM*12OE- *45-OXFORD
A140E712,BAMOSJ,W11001,HH07,40COM*12OE- *45-OXFORD
A140E803,BAMC,W11001,HH01,40COM*2/30C- *64-OXFORD
A140F054,BAMCS,S21001,HH01,40COM+2/40COM*40C Spx 20D- *68- -SEAR SUCKER(TOP BEAM)-20.04.027
A140F069,BAMC,W11001,HH01,40Mel*40C Spx 20D- *76-PLAIN
A140F137,BAMMS,W11001,HH13,40COM*40COM- -SEER SUCKER(TOP BEAM)-40.04.007
A140F137,BAMMSJ,W11001,HH13,40COM*40COM- -SEER SUCKER(TOP BEAM)-40.04.007
A140F137,BAMMSJ,W11001,HH22,40COM*40COM- -SEER SUCKER(TOP BEAM)
A140F893,BADKQK,S21002,HH02,40K.COM C RC*16K C RC- -OXFORD
A142A009,BAMC,W11001,DH06,42COM.CVC*16SPX(40D)-116*50-148-OXFORD-162 $
A142A009,BAMCJ,W11001,DH06,42COM.CVC*16SPX(40D)-116*50-148-OXFORD-162 $
A142A009,HMC,S61001,DH02,42COM.CVC*16SPX(40D)-116*50-148-OXFORD-162 $
A1450024,BAMM,C33001,DH01,45COM.PC*45COM.PC- *76-PLAIN
A1450030,BACC,S21001,DH01,45C.CVC*45C.CVC-118*70-150-PLAIN-106 $
A1450030,BACC,S21001,DH02,45C.CVC*45C.CVC-118*70-150-PLAIN-106 $
A145A249,BAMCN,C22001,DH03,45COM.PC*40C Spx 20D- *72-PLAIN
A145A249,BAMCN,C22003,DH04,45COM.PC*40C Spx 20D- *72-PLAIN
A145A249,BAMCN,F22001,DH02,45COM.PC*40C Spx 20D- *72-PLAIN
A145A249,BAMCN,S21001,DH03,45COM.PC*40SPX(20D)- *72-PLAIN
A145A249,BAMCNJ,C22001,NDR01,45COM.PC*40SPX(20D)-112*72-141-PLAIN-116 $
A145A249,BAMCNJ,C22002,DH02,45COM.PC*40C Spx 20D-112*72-141-PLAIN-116 $
A145A249,BAMCNJ,S21002,NDR01,45COM.PC*40SPX(20D)-112*72-141-PLAIN-116 $
A145A255,BAMM,F12001,DH03,45COM.CVC*45COM.CVC- -PLAIN
A145A255,BAMMJ,F12001,DH03,45COM.CVC*45COM.CVC- -PLAIN
A145A328,HCCNWT,C23001,NDR02,45C.CVC.SPX(20D)*45C.CVC.SPX(20D)- -PLAIN
A145A344,BAMMJ,W11001,DH03,DISCARD
A1500062,LLMM,F21001,HH01,50COM*50COM-155*80-151-PLAIN-119 $
A1500062,LLMMSJ,C33001,HH02,50COM*50COM-155*80-151-PLAIN-119 $
A1500079,LLMMS,F21001,HH26,50COM*50COM-140*80-149-PLAIN-110 $
A1500079,LLMMS,F21001,HH27,50COM*50COM-140*80-149-PLAIN-110 $
A150A887,BAMMS,W11001,HH02,50COM*50COM-146*94-155-DOBBY-118 $
A150A887,LLMMS,W11001,HH01,50COM*50COM-146*94-155-DOBBY-118 $
A150A896,BAMMS,W11001,HH02,50COM*50COM-148*90-149-2/2 HBT-115 $
A150A896,LLMMS,W11001,HH03,50COM*50COM-148*90-149-2/2 HBT-115 $
A150A970,BLMCSK,C55001,HH03,50COM*45SPX(40D)- *74-PLAIN
A150A995,BAMMJ,F22001,HH59,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMJ,F22001,HH60,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMS,F22001,HH06,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMS,F22001,HH25,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMS,W12001,HH02,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,C36014,HH03,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,F22001,HH06,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,F22001,HH25,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,F22001,HH33,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,W12001,HH02,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,W12001,HH07,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSJ,W12001,HH09,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSK,F22001,HH02,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BAMMSK,F22001,HH06,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BLMMJ,C36033,HH01,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BLMMJ,C36033,HH02,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,BLMMJ,C36033,HH03,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,LLMMS,F22001,HH17,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,LLMMSJ,F22001,HH17,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150A995,STICKER,F22001,HH59,50COM*50COM+40SPX(40D)-119*74-145-PLAIN 109 $
A150B077,BLMMS,C55001,HH01,50COM+40MEL*50COM- *96-2/2 Z TWILL
A150B211,BAMMS,W11001,HH01,50COM*50COM-140*92-149-DOBBY-119
A150B244,LLMMS,W11001,HH01,50COM*50COM-178*88-157-DOBBY-131
A150B409,BLMMS,F21001,HH05,50COM+40MEL*50COM- *76-PLAIN
A150B433,BAMM,W11001,HH02,50COM*30COM- *62- -OXFORD
A150B433,BAMM,W11001,HH03,50COM*30COM- *62- -OXFORD
A150B472,BAMMS,F21001,HH07,50COM*50COM-140*80*149-PLAIN-110
A150B472,LLMMSN,F22001,HH01,50COM*50COM- *80-PLAIN
A150B472,LLMMSN,F22001,HH02,50COM*50COM- *80-PLAIN
A150B472,LLPPN,F22001,HH03,50COM*50COM- *80-PLAIN
A150B581,LLMMS,F22001,HH01,50COM*50COM- *112-DOBBY
A150B622,LLMM,W11001,HH01,50COM*50COM- -DOBBY (CREPE)-CREPE$
A150B625,BLMMS,C55001,HH02,50COM+2/80SD*50COM+2/80SD- *102- -2/2 S TWILL
A150B845,BLMMS,W11001,HH01,50COM*40MEL-118*80-150-2/2 Z TWILL-120
A150B951,LLMMSN,W11001,HH01,50COM*50COM-150*98-145-2/2 MATT-131 $
A150B951,LLMMSN,W11001,HH02,50COM*50COM-150*98-145-2/2 MATT-131 $
A150B955,LLMM,S41001,HH01,50COM*50COM-75*78-146.18-PLAIN+DENTING-304.004.001
A150C005,BAMCNJ,S21001,HH02,50COM*60LYC(40D)-162*72-138-PLAIN-117 $
A150C123,BLMMS,W11001,HH03,50COM*50COM-140*78-156-DOBBY TOP BEAM-120 $
A150C123,LLMMS,W11001,HH02,50COM*50COM-140*78-156-DOBBY TOP BEAM-120 $
A150C127,BAMCNO,S21001,HH01,50COM.OG*50OG.SPX(40D)- -PLAIN
A150C223,BAMMS,C33001,HH03,50COM+2/80SD*50COM+2/80SD- -PLAIN
A150C223,BLMMS,C33001,HH04,50COM+2/80SD*50COM+2/80SD- -PLAIN
A150C879,BAMF,S21001,HA01,50COM*40D.NYL.STR(20D)- -PLAIN
A150C944,BAMC,C22002,HH01,50COM*50C Spx 40D- *72-PLAIN
A150C945,BAMMJ,C55001,DH01,50COM*45COM.CVC- -2/2 Z TWILL
A150D068,BAMCNJ,W11001,HH02,50COM*40SPX(40D)- *86-2/1 S TWILL
A150D079,BAMMN,S12001,HH02,50COM*50COM- *130-ROYAL OXFORD
A150D079,BAMMN,S12001,HH03,50COM*50COM- *130-ROYAL OXFORD
A150D155,HMM,W11001,HH05,50COM*50COM- *76-SEAR SUCKER (TOP BEAM)
A150D349,BAMM,C22001,HH01,50COM*50COM- *96-2/2 HBT
A150D349,BAMM,C22001,HH02,50COM*50COM- *96-2/2 HBT
A150D396,BAMM,W11001,RR03,50COM*40Mel- *88-PLAIN
A150D396,BAMM,W11001,RR04,50COM*40Mel- *88-PLAIN
A150D406,BAMM,F21001,HH04,50COM*50COM- -DOBBY
A150D406,BAMM,F21001,HH05,50COM*50COM- -DOBBY
A150D406,BAMM,F21001,HH06,50COM*50COM- -DOBBY
A150D514,HMMN13W,W11001,HH01,50COM*50COM- *90- -JACQUARD
A150D516,HMMN13W,W11001,HH01,50COM*50COM- 90- -JACQUARD
A150D517,HMMN13W,W11001,HH01,50COM*50COM *90- -JACQUARD
A150D519,HMMN13W,W11001,HH01,50COM*50COM- *90- -JACQUARD
A150D520,HMMN13W,W11001,HH01,DISCARD
A150D561,HMM,S15001,HH02,50COM*50COM+40COM+2/60COM- *120- -JACQUARD
A150D603,BAMMJ,C64001,HH05,50COM*50COM- *108- -PLAIN-
A150D603,BAMMJ,C66002,HH01,50COM*50COM- *108- -PLAIN-
A150D603,BAMMJ,S21002,HH02,50COM*50COM- *108- -PLAIN-
A150D829,HMMN,W11001,HH01,50COM*50COM- *100-JACQUARD
A150D829,HMMN,W11001,HH02,50COM*50COM- *100-JACQUARD
A1600020,HMMT,C22002,HH02,WRONG CREATION
A1600119,BAMM,W11001,HH06,60COM*60COM- *88-PLAIN
A160A483,BAMMN,W11001,RR01,60MEL*60MEL- *120- -PLAIN
A160A483,BAMMN,W11001,RR02,60MEL*60MEL- *120- -PLAIN
A160A700,BAMM,W11001,RR01,60COM*30MEL-118*76-149-DOBBY-120 $
A160A700,BAMM,W11001,RR02,60COM*30MEL-118*76-149-DOBBY-120 $
A160A794,BAMM,W11001,HH01,60COM*30COM-136*68-158-DOBBY-118 $
A160A794,BAMM,W11001,RR02,60MEL*30MEL-136*68-158-DOBBY-118 $
A160B031,BAMMN,C36001,HH01,60COM*50COM+50SPX(40D)-188*104-137-2/2 Z TWILL-148 $
A160B031,BAMMN,C36001,HH02,60COM*50COM+50SPX(40D)-188*104-137-2/2 Z TWILL-148 $
A160B031,BAMMN,S22001,HH01,60COM*50COM+50SPX(40D)-188*104-137-2/2 Z TWILL-148 $
A160B031,BAMMN,W12001,HH02,60COM*50COM+50SPX(40D)-188*104-137-2/2 Z TWILL-148 $
A160B051,BAMMS,F22001,HH01,60COM*50COM+50SPX(40D)-152*100-146-PLAIN-123 $
A160B051,BAMMS,F22001,HH03,60COM*50COM+50SPX(40D)-152*100-146-PLAIN-123 $
A160B121,BAMM,S21002,DH04,60COM+120D Met*60COM- *88-PLAIN
A160B121,BAMMJ,S21002,DH03,60COM+110D.LUREX*60COM-100*86-141-PLAIN-80
A160B150,HMMN,C77001,HH01,60COM*60COM- *112-2/2 Z TWILL
A160B248,BAMM,W12001,HH02,60COM*60COM+40MC- *96-PLAIN
A160B248,BAMM,W12001,HH03,60COM*60COM+40MC- *96-PLAIN
A160B471,BAMM,W11001,RR02,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR03,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR04,60MEL*60MEL- *106-PLAIN
A160B471,BAMM,W11001,RR05,60MEL*60MEL- *106-PLAIN
A160B586,HMMN,S31001,HH01,60COM+2/120COM*60COM- *100-DOBBY
A160B684,BAMM,W11001,HH03,60COM*60COM-144*110-148-2/2 HBT-109 $
A160B684,BAMM,W11001,HH04,60COM*60COM-144*110-148-2/2 HBT-109 $
A160B684,BAMM,W11001,RR01,60COM*60MEL-144*110-148-2/2 HBT-109 $
A160B684,BAMM,W11001,RR02,60COM*60MEL-144*110-148-2/2 HBT-109 $
A160B764,BAMM,W21001,HH01,60COM+2/40COM*60COM-86*70-144-SEAR SUCKER-87 $
A160B901,BAMM,S41001,HH01,60COM*60COM- *96-2/1 Z TWILL
A160C023,BADDS,S21001,HH01,60K.COM M+40COM*60K.COM M-123*88-146-SEER SUCKER (TOPBEAM)- 113 $
A160C116,BAMM,W21001,HH01,60COM+30COM*60COM- -SEER SUCKER (TOP BEAM)
A160C156,HMM,W11001,HH02,60COM*50COM- *96--JACQUARD
A240A790,HMMT,S71001,HH01,2/40COM*20COM- -DOBBY TOP BEAM (CRINKLE EFFECT)
A240A854,OSPPPROVI,W11001,FD01,2/40ARAMID*2/40ARAMID-56*52-172.17-PLAIN
A260A294,BAMCN,S21001,HH01,2/60COM*20SPX(70D)- *68-DOBBY-72.12.001
A260A341,HMM,S21001,HH01,2/60COM+2/40COM*30COM- -SEAR SUCKER(TOP BEAM)
A260A425,HMMS,C32001,DH01,2/60COM+80D(80/72) P*30COM- -SEAR SUCKER(TOP BEAM)-240.004.001
A280A900,HMMN,S21001,NRR01,2/80COM+2/60COM*50COM- -DOBBY TOP BEAM
A2A0A621,LXPPN,W11001,HH01,2/100COM*2/100COM-161*106-147-2/1 Z TWILL-133 $
A2A0A621,LXPPN,W11001,HH02,2/100COM*2/100COM-161*106-147-2/1 Z TWILL-133 $
A2A0A621,LXPPN,W11001,HH03,2/100COM*2/100COM-161*106-147-2/1 Z TWILL-133 $
ARTAWT,BA,DGNAWT,DUMMY,TIM
ARTAWTD,00,DGNAWT,DUMMY,ARTAWTD
C1200048,BAMC,F12001,HH08,"20COM*30SPX+20SPX-116*76-142-1/3,S TWILL(DOBBY)-230 $"
C120M412,BAKK,F13001,DD01,20K*20K+200D.PET.STR+150D.PET -102*76-142-2/1 Z TWILL 208 $
C130M209,BLMM,W11001,HH02,30MEL*30COM-88*76-149-PLAIN 138 $
C130M243,BAMC,F12001,HH15,30COM*30SPX-DOBBY tim
C132M038,BAMK,F12001,DD01,32COM*14K.SPX+230D.PET.MEL-142*76-143-3/1 Z TWILL 240 $
C1400137,BAMMA,W11001,RR10,40MEL*40MEL- *84-PLAIN
C1400137,BAMMA,W11001,RR11,40MEL*40MEL- *84-PLAIN
