k1,construction
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-121*80-148-PLAIN-120
140121,40COM*40COM-126*80-148-PLAIN-121
140121,40COM*40COM-126*80-148-PLAIN-121
140121,40COM*40COM-126*80-148-PLAIN-121
140121,40COM*40COM-126*80-148-PLAIN-121
140121,40COM*40COM-126*80-148-PLAIN-121
140121,40COM*40COM-126*80-148-PLAIN-121
140121,0.00-
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM+40MEL*40COM+40MEL-PLAIN
140121,40COM+40MEL*40COM+40MEL-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-
140121,40COM*40COM-
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-
140121,40COM*40COM-
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,DISCARD
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM+40MEL- *80-PLAIN
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM-PLAIN
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM- *80-PLAIN
140121,40MEL*40MEL
140121,40MEL*40MEL
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40MEL*40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-112*78-161.6-PLAIN
140121,40COM*40COM-
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-112*78-161.6-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-*80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40MEL*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM-121*80-148-PLAIN-120 $
140121,40COM*40COM
140121,40COM*40COM-
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-
140121,40COM*40COM-
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-112*78-161.6-PLAIN
140121,40COM*40COM-
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40MEL*40COM- *80-PLAIN
140121,40MEL*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM+40MEL*40COM+40MEL- *90-PLAIN
140121,40COM*40COM-112*78-161.6-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-*80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM- *80-PLAIN
140121,40COM*40COM-
140121,40COM*40COM-
140121,WRONGLY CREATED
140121,40COM*40COM-120*80-150-PLAIN-124 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
140137,40COM*40COM-121*72-149-PLAIN-116 $
